Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,22.0,MIA,NBA,PF,63.0,9.0,884.0,5.0,10.7,0.466,0.0,0.0,0.0,5.0,10.6,0.467,2.2,3.5,0.621,3.8,5.5,9.3,1.0,1.0,1.1,2.8,7.0,12.1
1991,23.0,MIA,NBA,PF,55.0,17.0,996.0,4.2,8.5,0.487,0.0,0.1,0.5,4.1,8.5,0.487,2.5,4.5,0.556,3.9,5.7,9.6,1.4,0.7,1.0,1.3,4.7,10.8
1992,24.0,DAL,NBA,PF,68.0,67.0,2149.0,4.3,8.9,0.482,0.0,0.1,0.0,4.3,8.8,0.487,3.0,4.8,0.635,3.8,7.4,11.3,1.0,0.4,0.5,2.0,3.4,11.6
1993,25.0,DAL,NBA,PF,75.0,74.0,2462.0,5.7,12.6,0.455,0.0,0.1,0.25,5.7,12.5,0.457,2.4,4.1,0.594,3.8,6.5,10.3,1.0,0.5,0.4,2.3,2.9,14.0
1994,26.0,DAL,NBA,PF,15.0,5.0,286.0,3.0,7.4,0.407,0.0,0.0,,3.0,7.4,0.407,1.0,1.5,0.667,3.8,5.5,9.3,0.8,1.1,0.1,0.6,3.4,7.0
1995,27.0,DAL,NBA,PF,46.0,2.0,580.0,3.0,7.0,0.434,0.0,0.1,0.0,3.0,6.9,0.441,2.6,4.1,0.636,3.9,5.8,9.7,0.6,0.4,0.2,1.9,4.7,8.7
1996,28.0,DAL,NBA,PF,28.0,0.0,501.0,4.0,7.8,0.509,0.0,0.0,,4.0,7.8,0.509,1.9,3.4,0.574,3.1,5.3,8.4,1.5,0.7,0.3,1.8,4.7,9.8
1998,30.0,WAS,NBA,PF,74.0,66.0,1705.0,2.7,5.4,0.496,0.0,0.0,0.0,2.7,5.4,0.498,1.5,2.5,0.58,4.4,5.7,10.1,0.6,0.9,0.5,1.2,4.1,6.8
1999,31.0,WAS,NBA,C,37.0,34.0,578.0,3.1,5.7,0.533,0.0,0.0,,3.1,5.7,0.533,1.7,2.4,0.737,3.1,5.5,8.7,0.6,0.7,0.2,1.0,4.9,7.8
2001,33.0,DEN,NBA,PF,19.0,1.0,228.0,1.9,3.9,0.48,0.0,0.0,,1.9,3.9,0.48,1.4,3.5,0.409,3.8,4.6,8.4,1.1,0.2,0.2,0.8,5.4,5.2
