Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,5,CHI,Charlotte Bobcats,Dave Greenwood,26,78,76,2718,4.9,10.0,0.49,0.0,0.0,0.0,4.9,10.0,0.49,2.8,3.8,0.74,2.8,7.6,10.4,1.8,0.9,1.0,2.0,3.5,12.6
1984,5,CHI,Charlotte Bobcats,Dave Corzine,27,82,82,2674,5.2,11.1,0.47,0.0,0.1,0.33,5.1,11.0,0.47,3.1,3.7,0.84,2.3,5.5,7.7,2.7,0.8,1.6,2.4,3.1,13.5
1984,5,CHI,Charlotte Bobcats,Orlando Woolridge,24,75,74,2544,8.1,15.4,0.52,0.0,0.0,0.5,8.1,15.3,0.52,4.3,6.0,0.72,1.8,3.4,5.2,1.9,1.0,0.8,2.7,3.6,20.4
1984,5,CHI,Charlotte Bobcats,Quintin Dailey,23,82,42,2449,8.6,18.1,0.47,0.1,0.5,0.12,8.5,17.6,0.48,4.7,5.8,0.81,0.9,2.6,3.5,3.7,1.6,0.2,3.2,3.2,21.9
1984,5,CHI,Charlotte Bobcats,Ennis Whatley,21,80,73,2159,4.4,9.3,0.47,0.0,0.0,0.0,4.4,9.2,0.47,2.4,3.3,0.73,1.1,2.2,3.3,11.0,2.0,0.3,4.5,3.7,11.1
1984,5,CHI,Charlotte Bobcats,Mitchell Wiggins,24,82,40,2123,6.8,15.1,0.45,0.1,0.5,0.24,6.6,14.6,0.46,3.6,4.9,0.74,2.3,3.2,5.6,3.2,1.8,0.2,2.4,4.7,17.3
1984,5,CHI,Charlotte Bobcats,Rod Higgins,24,78,6,1577,4.4,9.9,0.45,0.0,0.5,0.04,4.4,9.4,0.47,2.6,3.6,0.72,2.0,2.7,4.7,2.6,1.1,0.7,1.7,3.7,11.4
1984,5,CHI,Charlotte Bobcats,Jawann Oldham,26,64,0,870,4.6,9.0,0.5,0.0,0.0,,4.6,9.0,0.5,1.6,2.7,0.59,3.1,6.5,9.6,1.4,0.6,3.1,3.4,5.8,10.7
1984,5,CHI,Charlotte Bobcats,Ronnie Lester,25,43,3,687,4.1,9.9,0.42,0.1,0.3,0.2,4.0,9.6,0.42,3.9,4.6,0.86,1.0,1.4,2.4,8.8,1.6,0.3,3.8,3.1,12.2
1984,5,CHI,Charlotte Bobcats,Sidney Green,23,49,0,667,5.4,12.3,0.44,0.0,0.0,,5.4,12.3,0.44,3.0,4.2,0.71,3.1,6.3,9.4,1.3,1.0,0.9,3.2,6.9,13.8
1984,5,CHI,Charlotte Bobcats,Reggie Theus,26,31,5,601,5.5,14.2,0.39,0.2,0.9,0.2,5.3,13.3,0.4,5.0,6.5,0.78,1.3,1.5,2.8,8.5,1.3,0.2,3.5,4.7,16.2
1984,5,CHI,Charlotte Bobcats,Steve Johnson,26,31,9,594,6.8,12.0,0.57,0.0,0.0,,6.8,12.0,0.57,3.9,6.7,0.58,4.1,5.9,10.1,1.1,0.9,1.3,3.6,7.2,17.6
1984,5,CHI,Charlotte Bobcats,Wallace Bryant,24,29,0,317,5.9,15.1,0.39,0.0,0.0,,5.9,15.1,0.39,1.6,3.7,0.42,4.2,4.9,9.1,1.5,1.0,1.2,1.8,5.5,13.4
