Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,3,2926,NJN,New Jersey Nets,22.0,NBA,PF,72.0,1429.0,7.4,0.5,0.01,0.24,6.7,10.5,8.6,9.4,1.0,0.3,17.7,14.3,0.2,1.0,1.2,0.04,-3.9,-0.9,-4.8,-1.0
1986,3,2926,NJN,New Jersey Nets,23.0,NBA,PF,53.0,650.0,8.4,0.55,0.01,0.46,7.7,15.9,11.8,2.8,1.5,0.3,19.3,15.6,0.1,0.7,0.8,0.06,-4.5,-0.5,-5.0,-0.5
1987,3,2926,NJN,New Jersey Nets,24.0,NBA,PF,76.0,1003.0,9.1,0.51,0.0,0.32,9.0,13.1,11.0,8.6,1.6,0.8,17.9,18.2,-0.1,0.8,0.6,0.03,-3.7,-0.2,-3.9,-0.5
1990,22,2926,ORL,Orlando Magic,27.0,NBA,PF,60.0,1105.0,6.6,0.46,0.03,0.18,4.8,17.2,10.8,6.4,1.0,0.6,15.5,13.9,-0.5,0.3,-0.2,-0.01,-5.1,-1.0,-6.1,-1.2
1991,22,2926,ORL,Orlando Magic,28.0,NBA,PF,71.0,1683.0,9.7,0.52,0.03,0.21,6.8,17.0,11.8,8.5,0.8,0.4,17.8,17.1,0.0,1.1,1.2,0.03,-3.5,-0.7,-4.2,-0.9
1992,22,2926,ORL,Orlando Magic,29.0,NBA,SF,75.0,1591.0,7.2,0.48,0.02,0.23,4.2,13.3,8.6,8.6,0.7,0.6,16.2,17.1,-1.0,0.8,-0.2,-0.0,-4.9,-1.0,-5.9,-1.6
1993,22,2926,ORL,Orlando Magic,30.0,NBA,PF,75.0,1479.0,11.4,0.56,0.04,0.16,6.0,12.8,9.6,10.9,0.6,0.4,12.4,15.5,1.8,1.2,3.1,0.1,-1.3,-0.3,-1.6,0.2
1994,22,2926,ORL,Orlando Magic,31.0,NBA,PF,68.0,1536.0,7.6,0.51,0.13,0.11,5.8,13.9,9.9,5.4,0.8,0.5,14.4,14.5,0.4,1.0,1.4,0.04,-4.0,-1.1,-5.1,-1.2
1995,22,2926,ORL,Orlando Magic,32.0,NBA,PF,49.0,576.0,9.6,0.52,0.42,0.16,4.7,14.3,9.6,8.9,1.1,0.4,10.3,15.9,0.6,0.5,1.1,0.09,-3.0,-0.7,-3.7,-0.2
1996,22,2926,ORL,Orlando Magic,33.0,NBA,PF,13.0,192.0,3.6,0.45,0.53,0.04,6.2,10.7,8.5,4.4,0.5,0.4,17.5,14.8,-0.2,0.1,-0.1,-0.02,-6.1,-2.5,-8.6,-0.3
