Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,22.0,POR,NBA,SG,73.0,5.0,894.0,118.0,309.0,0.382,9.0,65.0,0.138,109.0,244.0,0.447,0.396,50.0,65.0,0.769,36.0,109.0,145.0,58.0,34.0,9.0,60.0,56.0,295.0
2013-14,23.0,POR,NBA,SG,41.0,0.0,387.0,65.0,156.0,0.417,10.0,33.0,0.303,55.0,123.0,0.447,0.449,26.0,32.0,0.813,16.0,58.0,74.0,33.0,9.0,7.0,18.0,31.0,166.0
2014-15,24.0,TOT,NBA,SG,58.0,0.0,983.0,150.0,353.0,0.425,23.0,85.0,0.271,127.0,268.0,0.474,0.458,74.0,94.0,0.787,26.0,136.0,162.0,81.0,48.0,19.0,61.0,70.0,397.0
2014-15,24.0,POR,NBA,SG,30.0,0.0,300.0,38.0,100.0,0.38,4.0,18.0,0.222,34.0,82.0,0.415,0.4,10.0,15.0,0.667,3.0,31.0,34.0,27.0,14.0,4.0,17.0,20.0,90.0
2014-15,24.0,DEN,NBA,SG,28.0,0.0,683.0,112.0,253.0,0.443,19.0,67.0,0.284,93.0,186.0,0.5,0.48,64.0,79.0,0.81,23.0,105.0,128.0,54.0,34.0,15.0,44.0,50.0,307.0
2015-16,25.0,DEN,NBA,SG,82.0,1.0,2353.0,425.0,983.0,0.432,112.0,325.0,0.345,313.0,658.0,0.476,0.489,216.0,268.0,0.806,59.0,417.0,476.0,203.0,71.0,39.0,139.0,147.0,1178.0
2016-17,26.0,DEN,NBA,SG,60.0,19.0,1705.0,295.0,666.0,0.443,87.0,235.0,0.37,208.0,431.0,0.483,0.508,143.0,190.0,0.753,58.0,201.0,259.0,206.0,48.0,28.0,97.0,110.0,820.0
2017-18,27.0,DEN,NBA,SG,81.0,40.0,2683.0,465.0,1028.0,0.452,156.0,422.0,0.37,309.0,606.0,0.51,0.528,182.0,226.0,0.805,70.0,339.0,409.0,331.0,82.0,52.0,149.0,168.0,1268.0
2018-19,28.0,DEN,NBA,SF,43.0,38.0,1189.0,185.0,460.0,0.402,67.0,196.0,0.342,118.0,264.0,0.447,0.475,57.0,74.0,0.77,32.0,167.0,199.0,124.0,18.0,22.0,65.0,82.0,494.0
2019-20,29.0,DEN,NBA,SF,58.0,58.0,1916.0,332.0,738.0,0.45,108.0,288.0,0.375,224.0,450.0,0.498,0.523,102.0,133.0,0.767,76.0,289.0,365.0,212.0,61.0,29.0,88.0,121.0,874.0
2020-21,30.0,DEN,NBA,SF,11.0,7.0,318.0,49.0,116.0,0.422,16.0,42.0,0.381,33.0,74.0,0.446,0.491,14.0,21.0,0.667,7.0,40.0,47.0,31.0,13.0,7.0,11.0,17.0,128.0
