Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,2,BOS,Boston Celtics,Larry Bird,27,23,,41.8,10.0,19.0,0.52,0.3,0.7,0.41,9.7,18.3,0.53,0.53,7.3,8.3,0.88,2.7,8.3,11.0,5.9,2.3,1.2,3.8,3.1,27.5
1984,2,BOS,Boston Celtics,Robert Parish,30,23,,37.8,6.0,12.7,0.48,0.0,0.0,,6.0,12.7,0.48,0.48,2.8,4.3,0.65,3.3,7.5,10.8,1.2,1.0,1.8,2.0,4.3,14.9
1984,2,BOS,Boston Celtics,Dennis Johnson,29,22,,36.7,5.9,14.5,0.4,0.1,0.3,0.43,5.7,14.2,0.4,0.41,4.7,5.5,0.87,1.4,2.2,3.6,4.4,1.1,0.3,2.4,3.4,16.6
1984,2,BOS,Boston Celtics,Cedric Maxwell,28,23,,32.7,3.7,7.3,0.5,0.0,0.0,0.0,3.7,7.2,0.51,0.5,4.6,5.9,0.78,2.3,2.9,5.2,2.4,1.0,0.3,2.0,3.3,11.9
1984,2,BOS,Boston Celtics,Kevin McHale,26,23,,30.5,5.3,10.6,0.5,0.0,0.1,0.0,5.3,10.5,0.51,0.5,4.1,5.3,0.78,2.7,3.5,6.2,1.2,0.1,1.5,1.7,3.3,14.8
1984,2,BOS,Boston Celtics,Gerald Henderson,28,23,,26.8,5.0,10.3,0.48,0.1,0.5,0.27,4.9,9.8,0.5,0.49,2.3,3.3,0.72,1.0,1.3,2.3,4.2,1.5,0.0,1.8,3.4,12.5
1984,2,BOS,Boston Celtics,Danny Ainge,24,19,,13.3,2.2,4.7,0.46,0.1,0.5,0.22,2.1,4.3,0.48,0.47,0.4,0.5,0.7,0.2,0.6,0.8,2.0,0.5,0.1,0.7,1.9,4.8
1984,2,BOS,Boston Celtics,Scott Wedman,31,17,,13.3,2.4,5.6,0.42,0.2,0.4,0.57,2.1,5.2,0.4,0.44,0.3,0.6,0.5,1.4,1.4,2.8,1.0,0.4,0.0,0.8,1.1,5.2
1984,2,BOS,Boston Celtics,Quinn Buckner,29,23,,11.7,1.4,3.4,0.4,0.0,0.0,0.0,1.4,3.4,0.41,0.4,0.5,1.0,0.55,0.5,1.0,1.5,1.2,0.6,0.0,0.8,2.3,3.3
1984,2,BOS,Boston Celtics,M.L. Carr,33,16,,5.1,0.8,2.0,0.41,0.1,0.4,0.33,0.7,1.6,0.42,0.44,0.6,0.7,0.91,0.3,0.2,0.5,0.3,0.4,0.0,0.2,0.8,2.4
1984,2,BOS,Boston Celtics,Greg Kite,22,11,,3.5,0.1,0.7,0.12,0.0,0.0,,0.1,0.7,0.12,0.12,0.5,0.5,0.83,0.5,0.4,0.8,0.3,0.0,0.1,0.3,0.8,0.6
1984,2,BOS,Boston Celtics,Carlos Clark,23,8,,2.5,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.1,0.3,0.5,0.1,0.0,0.1,0.1,0.1,0.3,0.1,0.4,1.1
