SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,25,POR,Calvin Natt,27,5,,39.0,7.4,14.4,0.51,0.0,0.6,0.0,7.4,13.8,0.54,0.51,5.0,7.2,0.69,2.2,5.4,7.6,1.8,1.2,0.2,2.0,2.0,19.8
1984,25,POR,Kenny Carr,28,5,,36.0,6.2,11.8,0.52,0.0,0.0,,6.2,11.8,0.52,0.52,2.4,3.8,0.63,2.2,4.8,7.0,1.2,0.4,0.4,2.0,4.4,14.8
1984,25,POR,Darnell Valentine,24,5,,35.6,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,6.4,7.0,0.91,0.6,1.6,2.2,8.4,1.8,0.2,2.2,4.6,18.4
1984,25,POR,Jim Paxson,26,5,,34.4,8.0,15.6,0.51,0.2,1.0,0.2,7.8,14.6,0.53,0.52,6.6,8.0,0.82,2.2,1.6,3.8,2.4,0.4,0.0,1.8,2.6,22.8
1984,25,POR,Mychal Thompson,29,4,,30.3,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,0.5,4.3,5.5,0.77,2.3,5.0,7.3,3.8,1.3,0.8,1.5,2.8,15.3
1984,25,POR,Wayne Cooper,27,5,,20.8,2.0,5.4,0.37,0.0,0.0,,2.0,5.4,0.37,0.37,0.8,1.6,0.5,2.2,1.8,4.0,0.8,0.2,0.8,1.0,2.8,4.8
1984,25,POR,Clyde Drexler,21,5,,17.0,3.0,7.0,0.43,0.0,0.2,0.0,3.0,6.8,0.44,0.43,1.2,1.4,0.86,1.4,2.0,3.4,1.6,1.0,0.2,1.4,2.2,7.2
1984,25,POR,Fat Lever,23,5,,15.0,1.6,6.0,0.27,0.4,0.6,0.67,1.2,5.4,0.22,0.3,1.6,2.0,0.8,2.0,1.0,3.0,1.8,0.8,0.0,0.6,1.2,5.2
1984,25,POR,Audie Norris,23,5,,10.4,1.2,2.0,0.6,0.0,0.0,,1.2,2.0,0.6,0.6,1.0,1.6,0.62,1.2,2.0,3.2,0.8,0.2,0.2,1.0,2.6,3.4
1984,25,POR,Jeff Lamp,24,3,,6.3,0.7,2.0,0.33,0.0,0.0,,0.7,2.0,0.33,0.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3
1984,25,POR,Pete Verhoeven,24,3,,6.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,3.3,0.7
