SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,29,UTA,Adrian Dantley,28,11,,41.3,10.6,21.1,0.5,0.0,0.0,,10.6,21.1,0.5,0.5,10.9,12.6,0.86,3.4,4.2,7.5,4.2,0.9,0.1,3.5,2.7,32.2
1984,29,UTA,Darrell Griffith,25,11,,37.9,7.4,16.6,0.44,1.5,4.1,0.36,5.9,12.5,0.47,0.49,3.0,4.4,0.69,1.5,4.5,5.9,3.7,1.7,0.2,2.8,2.2,19.2
1984,29,UTA,Rickey Green,29,11,,36.7,5.8,13.7,0.42,0.1,0.4,0.25,5.7,13.4,0.43,0.43,2.9,3.9,0.74,0.8,2.3,3.1,9.5,1.7,0.4,2.6,1.5,14.6
1984,29,UTA,Thurl Bailey,22,11,,30.9,4.5,8.8,0.52,0.0,0.2,0.0,4.5,8.6,0.53,0.52,1.5,1.9,0.81,1.4,4.2,5.5,0.9,0.2,1.0,1.5,3.0,10.6
1984,29,UTA,Mark Eaton,27,11,,23.1,1.9,3.7,0.51,0.0,0.0,,1.9,3.7,0.51,0.51,0.7,1.5,0.47,1.7,5.2,6.9,0.8,0.5,3.1,1.5,3.0,4.5
1984,29,UTA,Jeff Wilkins,28,11,,18.6,2.7,5.2,0.53,0.0,0.0,,2.7,5.2,0.53,0.53,1.5,2.0,0.77,0.9,3.5,4.5,0.5,0.0,0.5,1.0,2.9,7.0
1984,29,UTA,Rich Kelley,30,11,,18.3,1.4,2.5,0.56,0.0,0.0,,1.4,2.5,0.56,0.56,2.3,2.6,0.86,1.7,3.5,5.3,2.0,0.8,0.5,1.5,3.8,5.0
1984,29,UTA,John Drew,29,11,,15.6,3.9,7.7,0.51,0.0,0.0,,3.9,7.7,0.51,0.51,2.4,3.0,0.79,0.9,1.4,2.3,0.8,0.4,0.0,1.0,2.4,10.2
1984,29,UTA,Jerry Eaves,24,11,,12.0,2.0,4.2,0.48,0.1,0.3,0.33,1.9,3.9,0.49,0.49,0.9,1.2,0.77,0.3,0.6,0.9,1.2,0.5,0.2,0.6,0.9,5.0
1984,29,UTA,Tom Boswell,30,5,,11.0,0.6,0.8,0.75,0.0,0.0,,0.6,0.8,0.75,0.75,0.4,1.0,0.4,0.4,0.8,1.2,0.4,0.0,0.2,0.8,2.4,1.6
1984,29,UTA,Bob Hansen,23,4,,4.5,0.5,1.8,0.29,0.5,0.8,0.67,0.0,1.0,0.0,0.43,0.3,0.5,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.5,1.0,1.8
1984,29,UTA,J.J. Anderson,23,5,,2.6,1.0,1.6,0.62,0.2,0.2,1.0,0.8,1.4,0.57,0.69,0.0,0.0,,0.6,0.2,0.8,0.0,0.0,0.2,0.0,0.4,2.2
