Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2002,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",24.0,NBA,SG,16.0,16.0,672.0,9.7,24.1,0.4,2.4,8.3,0.29,7.3,15.8,0.46,9.5,12.5,0.76,2.1,8.7,10.9,5.2,2.1,1.6,4.8,4.1,31.3,103.0,97.0
2003,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",25.0,NBA,SG,10.0,10.0,445.0,9.2,23.0,0.4,1.9,5.4,0.36,7.3,17.7,0.41,12.0,14.0,0.86,1.3,9.4,10.7,8.0,2.5,1.0,5.2,4.5,32.3,107.0,99.0
2004,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",26.0,NBA,SG,4.0,4.0,162.0,8.4,24.6,0.34,1.6,5.5,0.29,6.8,19.1,0.36,8.4,10.0,0.84,1.9,9.4,11.3,3.2,1.6,1.3,8.1,3.9,26.8,80.0,108.0
2005,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",27.0,NBA,SF,7.0,7.0,277.0,9.5,18.8,0.5,1.4,5.4,0.26,8.1,13.3,0.61,11.9,13.7,0.87,1.4,9.5,10.9,6.5,2.6,2.0,3.8,3.6,32.3,126.0,97.0
2008,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",30.0,NBA,SF,26.0,26.0,990.0,9.2,20.9,0.44,2.4,6.7,0.36,6.8,14.2,0.48,8.0,10.0,0.8,1.2,6.1,7.3,6.7,1.6,0.5,4.6,5.1,28.8,110.0,105.0
2009,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",31.0,NBA,SF,14.0,14.0,556.0,9.0,20.9,0.43,1.8,5.4,0.33,7.2,15.5,0.46,8.0,9.5,0.84,0.4,7.3,7.7,4.1,1.4,0.5,3.1,4.2,27.8,108.0,107.0
2010,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",32.0,NBA,SF,24.0,24.0,930.0,8.5,19.4,0.44,2.3,5.9,0.39,6.2,13.5,0.46,6.8,8.2,0.82,1.2,7.1,8.3,4.7,1.4,0.8,3.7,4.6,26.1,107.0,103.0
2011,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",33.0,NBA,SF,9.0,9.0,343.0,10.7,23.2,0.46,3.3,7.4,0.45,7.4,15.9,0.46,4.7,5.3,0.88,0.8,6.3,7.1,3.9,1.9,0.6,3.8,4.7,29.4,107.0,104.0
2012,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",34.0,NBA,SF,20.0,20.0,778.0,8.4,21.9,0.39,1.9,6.1,0.31,6.5,15.7,0.42,7.7,8.6,0.89,1.0,7.5,8.5,4.4,2.1,1.3,3.9,4.8,26.5,98.0,98.0
2013,2,2304,BOS,Boston Celtics,Paul Pierce,"October 13, 1977",35.0,NBA,SF,6.0,6.0,255.0,8.4,22.9,0.37,2.4,8.9,0.27,6.1,14.0,0.43,5.6,6.3,0.9,0.9,6.5,7.3,6.9,1.1,0.6,6.9,4.5,24.9,85.0,100.0
2014,3,2304,BRK,Brooklyn Nets,Paul Pierce,"October 13, 1977",36.0,NBA,SF,12.0,12.0,368.0,9.1,19.5,0.46,2.9,8.0,0.36,6.2,11.5,0.54,3.8,4.8,0.78,0.6,7.5,8.1,3.6,2.1,0.6,3.0,6.6,24.8,108.0,110.0
2015,30,2304,WAS,Washington Wizards,Paul Pierce,"October 13, 1977",37.0,NBA,SF,10.0,10.0,298.0,8.2,16.9,0.48,5.6,10.7,0.52,2.6,6.1,0.42,2.9,3.4,0.85,0.0,7.2,7.2,1.5,1.0,1.2,1.7,5.6,24.9,125.0,103.0
2016,13,2304,LAC,Los Angeles Clippers,Paul Pierce,"October 13, 1977",38.0,NBA,SF,5.0,1.0,54.0,1.9,11.4,0.17,0.9,4.7,0.2,0.9,6.6,0.14,0.9,3.8,0.25,0.0,5.7,5.7,0.9,1.9,0.0,1.9,5.7,5.7,44.0,106.0
2017,13,2304,LAC,Los Angeles Clippers,Paul Pierce,"October 13, 1977",39.0,NBA,SF,7.0,0.0,101.0,4.2,9.5,0.44,2.1,5.3,0.4,2.1,4.2,0.5,0.5,0.5,1.0,1.1,6.3,7.4,3.7,1.1,0.0,2.1,5.8,11.1,106.0,112.0
