Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2013,10,657,GSW,Golden State Warriors,24.0,NBA,PG,12,12,497,102,235,0.43,42,106,0.4,60,129,0.46,0.52,35,38,0.92,5,41,46,97,20,2,40,35,281,,0
2014,10,657,GSW,Golden State Warriors,25.0,NBA,PG,7,7,296,51,116,0.44,22,57,0.39,29,59,0.49,0.53,37,42,0.88,4,21,25,59,12,1,26,18,161,,0
2015,10,657,GSW,Golden State Warriors,26.0,NBA,PG,21,21,826,200,439,0.46,98,232,0.42,102,207,0.49,0.57,96,115,0.84,20,85,105,134,39,3,82,47,594,,0
2016,10,657,GSW,Golden State Warriors,27.0,NBA,PG,18,17,614,148,338,0.44,80,198,0.4,68,140,0.49,0.56,76,83,0.92,14,85,99,93,26,5,75,39,452,,0
2017,10,657,GSW,Golden State Warriors,28.0,NBA,PG,17,17,601,151,312,0.48,72,172,0.42,79,140,0.56,0.6,103,114,0.9,22,84,106,114,34,4,58,37,477,,1
2018,10,657,GSW,Golden State Warriors,29.0,NBA,PG,15,14,555,137,304,0.45,64,162,0.4,73,142,0.51,0.56,45,47,0.96,9,82,91,81,26,11,43,38,383,,0
2019,10,657,GSW,Golden State Warriors,30.0,NBA,PG,22,22,846,190,431,0.44,92,244,0.38,98,187,0.52,0.55,148,157,0.94,17,115,132,126,24,4,66,68,620,,1
