Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1988,17,MIL,Milwaukee Bucks,Jack Sikma,32,82,82,2923,8.7,17.8,0.49,0.1,0.2,0.21,8.6,17.6,0.49,5.4,5.9,0.92,3.3,8.7,11.9,4.7,1.6,1.3,2.6,5.3,22.8,115,105,2625
1988,17,MIL,Milwaukee Bucks,Terry Cummings,26,76,76,2629,12.6,26.1,0.48,0.0,0.1,0.33,12.6,26.0,0.48,5.1,7.6,0.66,3.4,6.9,10.3,3.4,1.5,0.9,3.2,5.1,30.3,105,107,644
1988,17,MIL,Milwaukee Bucks,Paul Pressey,29,75,75,2484,6.8,13.9,0.49,0.2,0.8,0.2,6.7,13.1,0.51,5.6,7.1,0.8,2.6,4.9,7.4,10.4,2.2,0.7,3.9,4.6,19.5,114,108,2354
1988,17,MIL,Milwaukee Bucks,Randy Breuer,27,81,73,2258,8.5,17.2,0.5,0.0,0.0,,8.5,17.2,0.5,4.1,6.2,0.66,4.2,7.8,12.0,2.2,1.0,2.3,2.3,4.3,21.1,109,106,341
1988,17,MIL,Milwaukee Bucks,John Lucas,34,81,22,1766,7.8,17.6,0.44,1.4,4.2,0.34,6.4,13.4,0.48,3.6,4.5,0.8,0.8,3.6,4.4,10.9,2.5,0.1,3.5,2.8,20.7,109,109,1783
1988,17,MIL,Milwaukee Bucks,Sidney Moncrief,30,56,51,1428,7.5,15.3,0.49,0.2,1.1,0.16,7.3,14.2,0.51,5.7,6.8,0.84,2.0,4.2,6.2,7.0,1.4,0.5,3.0,3.8,20.8,115,110,2024
1988,17,MIL,Milwaukee Bucks,Jerry Reynolds,25,62,21,1161,8.0,17.8,0.45,0.1,0.3,0.43,7.8,17.5,0.45,5.0,6.5,0.77,3.0,3.8,6.8,4.4,3.1,1.4,4.4,4.1,21.1,98,106,2432
1988,17,MIL,Milwaukee Bucks,Larry Krystkowiak,23,50,7,1050,6.0,12.5,0.48,0.0,0.1,0.0,6.0,12.3,0.49,4.8,6.0,0.81,4.1,6.7,10.8,2.3,0.8,0.4,2.7,6.4,16.8,111,109,1658
1988,17,MIL,Milwaukee Bucks,Craig Hodges,27,43,0,983,7.8,17.3,0.45,2.8,5.9,0.47,5.0,11.4,0.44,1.6,2.0,0.82,0.6,1.7,2.3,5.5,1.5,0.0,2.5,4.0,19.9,109,112,1304
1988,17,MIL,Milwaukee Bucks,Ricky Pierce,28,37,0,965,12.6,24.8,0.51,0.2,0.7,0.21,12.5,24.1,0.52,5.5,6.2,0.88,1.5,2.7,4.2,3.7,1.1,0.4,2.9,4.8,30.9,111,112,2305
1988,17,MIL,Milwaukee Bucks,Paul Mokeski,31,60,0,848,5.8,12.2,0.48,0.0,0.2,0.0,5.8,12.0,0.48,3.0,4.2,0.71,4.1,8.8,12.8,1.3,1.6,1.6,2.8,11.3,14.6,101,105,2022
1988,17,MIL,Milwaukee Bucks,Pace Mannion,27,35,1,477,5.0,12.2,0.41,0.2,1.2,0.17,4.7,10.9,0.43,2.6,3.8,0.68,1.8,3.5,5.3,5.7,1.3,0.7,2.5,5.5,12.7,98,110,1831
1988,17,MIL,Milwaukee Bucks,John Stroeder,29,41,0,271,5.3,14.3,0.37,0.0,0.4,0.0,5.3,14.0,0.38,3.6,5.4,0.67,4.4,8.5,12.9,3.6,0.5,2.2,4.4,8.7,14.2,86,107,2775
1988,17,MIL,Milwaukee Bucks,Jay Humphries,25,18,0,252,3.9,10.5,0.37,0.0,0.4,0.0,3.9,10.2,0.38,1.8,2.7,0.64,1.0,3.5,4.5,8.0,3.9,0.2,3.7,4.5,9.6,86,105,1360
1988,17,MIL,Milwaukee Bucks,Conner Henry,24,14,2,145,4.4,13.9,0.32,0.7,2.0,0.33,3.7,11.9,0.31,1.4,2.4,0.57,1.7,4.8,6.4,9.8,1.4,0.3,4.8,3.7,10.9,81,110,1259
1988,17,MIL,Milwaukee Bucks,Rickie Winslow,23,7,0,45,3.3,14.2,0.23,0.0,1.1,0.0,3.3,13.1,0.25,1.1,2.2,0.5,3.3,4.4,7.7,2.2,1.1,0.0,4.4,9.8,7.7,57,110,3207
1988,17,MIL,Milwaukee Bucks,Charles Davis,29,5,0,39,7.6,22.7,0.33,0.0,2.5,0.0,7.6,20.2,0.38,0.0,0.0,,1.3,2.5,3.8,3.8,2.5,1.3,6.3,5.0,15.1,63,108,682
1988,17,MIL,Milwaukee Bucks,Dave Hoppen,23,3,0,35,5.6,15.5,0.36,0.0,0.0,,5.6,15.5,0.36,4.2,4.2,1.0,5.6,4.2,9.8,2.8,0.0,0.0,2.8,4.2,15.5,100,113,1321
1988,17,MIL,Milwaukee Bucks,Andre Moore,23,3,0,16,6.2,9.2,0.67,0.0,0.0,,6.2,9.2,0.67,0.0,6.2,0.0,3.1,3.1,6.2,3.1,0.0,0.0,3.1,6.2,12.3,89,114,2035
1988,17,MIL,Milwaukee Bucks,Dudley Bradley,30,2,0,5,0.0,9.8,0.0,0.0,9.8,0.0,0.0,0.0,,0.0,0.0,,0.0,9.8,9.8,9.8,0.0,0.0,0.0,19.7,0.0,52,108,324
