SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,16,MIA,Jimmy Butler,30,21,21,38.4,6.9,14.0,0.49,0.7,2.0,0.35,6.1,12.0,0.51,0.51,7.8,9.1,0.86,2.2,4.3,6.5,6.0,2.0,0.7,2.8,1.8,22.2
2020,16,MIA,Bam Adebayo,22,19,19,36.2,6.5,11.6,0.56,0.0,0.1,0.0,6.5,11.5,0.57,0.56,4.7,6.1,0.78,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8
2020,16,MIA,Tyler Herro,20,21,5,33.6,5.7,13.2,0.43,2.3,6.1,0.38,3.4,7.1,0.48,0.52,2.2,2.6,0.87,0.3,4.8,5.1,3.7,0.4,0.1,2.0,1.5,16.0
2020,16,MIA,Goran DragiA,33,17,16,32.5,7.0,15.8,0.44,2.2,6.3,0.35,4.8,9.5,0.51,0.51,2.9,3.6,0.8,0.8,3.3,4.1,4.4,1.0,0.1,2.3,2.9,19.1
2020,16,MIA,Jae Crowder,29,21,21,31.4,3.9,9.6,0.4,2.6,7.7,0.34,1.2,1.9,0.65,0.54,1.7,2.2,0.76,0.5,5.0,5.6,1.9,0.7,0.6,0.7,2.6,12.0
2020,16,MIA,Duncan Robinson,25,21,21,28.6,3.6,8.4,0.43,3.0,7.4,0.4,0.6,1.0,0.65,0.6,1.6,1.8,0.87,0.2,2.5,2.8,1.8,0.7,0.3,0.8,3.1,11.7
2020,16,MIA,Andre Iguodala,36,21,0,19.5,1.4,3.1,0.46,0.7,1.9,0.36,0.8,1.2,0.62,0.57,0.2,0.3,0.71,0.5,2.0,2.6,1.5,0.8,0.6,0.7,2.1,3.8
2020,16,MIA,Kendrick Nunn,24,15,0,15.9,2.4,6.1,0.39,0.8,2.9,0.28,1.6,3.3,0.49,0.46,0.5,0.5,1.0,0.2,1.9,2.1,1.3,0.2,0.2,0.8,1.4,6.1
2020,16,MIA,Kelly Olynyk,28,17,0,15.2,2.6,5.6,0.47,1.0,2.9,0.35,1.6,2.7,0.61,0.56,1.4,1.6,0.82,0.8,3.9,4.6,1.1,0.2,0.5,0.8,2.1,7.6
2020,16,MIA,Meyers Leonard,27,3,2,10.3,1.7,2.7,0.62,0.7,1.3,0.5,1.0,1.3,0.75,0.75,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7
2020,16,MIA,Derrick Jones,22,15,0,6.5,0.5,1.1,0.47,0.3,0.6,0.44,0.3,0.5,0.5,0.59,0.1,0.3,0.4,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0.8,1.5
2020,16,MIA,Solomon Hill,28,7,0,6.0,0.7,1.3,0.56,0.3,0.9,0.33,0.4,0.4,1.0,0.67,0.0,0.0,,0.1,0.9,1.0,0.4,0.1,0.0,0.0,0.7,1.7
2020,16,MIA,Gabe Vincent,23,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
