Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,2,322,BOS,Boston Celtics,0,Avery Bradley,SG,6-3,180,"November 26, 1990",US,6,Texas
2017,2,382,BOS,Boston Celtics,7,Jaylen Brown,SF,6-6,223,"October 24, 1996",US,R,California
2017,2,641,BOS,Boston Celtics,99,Jae Crowder,SF,6-6,235,"July 6, 1990",US,4,Marquette
2017,2,1103,BOS,Boston Celtics,30,Gerald Green,SF,6-6,205,"January 26, 1986",US,9,
2017,2,1325,BOS,Boston Celtics,42,Al Horford,C,6-9,240,"June 3, 1986",DO,9,Florida
2017,2,1398,BOS,Boston Celtics,9,Demetrius Jackson,PG,6-1,201,"September 7, 1994",US,R,Notre Dame
2017,2,1454,BOS,Boston Celtics,8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",SE,6,
2017,2,1463,BOS,Boston Celtics,90,Amir Johnson,PF,6-9,240,"May 1, 1987",US,11,
2017,2,1978,BOS,Boston Celtics,55,Jordan Mickey,PF,6-8,235,"July 9, 1994",US,1,LSU
2017,2,2207,BOS,Boston Celtics,41,Kelly Olynyk,C,6-11,240,"April 19, 1991",CA,3,Gonzaga
2017,2,2521,BOS,Boston Celtics,12,Terry Rozier,PG,6-1,190,"March 17, 1994",US,1,Louisville
2017,2,2664,BOS,Boston Celtics,36,Marcus Smart,SG,6-3,220,"March 6, 1994",US,2,Oklahoma State
2017,2,2846,BOS,Boston Celtics,4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",US,5,Washington
2017,2,3255,BOS,Boston Celtics,13,James Young,SG,6-6,215,"August 16, 1995",US,2,Kentucky
2017,2,3268,BOS,Boston Celtics,44,Tyler Zeller,C,7-0,253,"January 17, 1990",US,4,UNC
