Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,27,SAS,San Antonio Spurs,12,LaMarcus Aldridge,PF,6-11,250,1985-07-19,US,10,Texas
2017,27,SAS,San Antonio Spurs,1,Kyle Anderson,SF,6-9,230,1993-09-20,US,2,UCLA
2017,27,SAS,San Antonio Spurs,30,Joel Anthony,C,6-9,245,1982-08-09,CA,9,UNLV
2017,27,SAS,San Antonio Spurs,42,Davis Bertans,PF,6-10,225,1992-11-12,LV,R,
2017,27,SAS,San Antonio Spurs,3,Dewayne Dedmon,C,7-0,245,1989-08-12,US,3,USC
2017,27,SAS,San Antonio Spurs,11,Bryn Forbes,SG,6-2,205,1993-07-23,US,R,Michigan State
2017,27,SAS,San Antonio Spurs,16,Pau Gasol,C,7-0,250,1980-07-06,ES,15,
2017,27,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,14,
2017,27,SAS,San Antonio Spurs,14,Danny Green,SG,6-6,215,1987-06-22,US,7,UNC
2017,27,SAS,San Antonio Spurs,27,Nicolas Laprovittola,PG,6-4,180,1990-01-31,AR,R,
2017,27,SAS,San Antonio Spurs,10,David Lee,PF,6-9,245,1983-04-29,US,11,Florida
2017,27,SAS,San Antonio Spurs,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,5,San Diego State
2017,27,SAS,San Antonio Spurs,8,Patty Mills,PG,6-1,180,1988-08-11,AU,7,Saint Mary's
2017,27,SAS,San Antonio Spurs,5,Dejounte Murray,PG,6-4,180,1996-09-19,US,R,Washington
2017,27,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,1982-05-17,BE,15,
2017,27,SAS,San Antonio Spurs,17,Jonathon Simmons,SG,6-6,195,1989-09-14,US,1,Houston
