Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,27.0,1597,SAS,San Antonio Spurs,Larry Kenon,"December 13, 1952",27.0,NBA,PF,3.0,81.0,3.5,0.34,0.0,0.32,7.7,9.8,8.7,6.9,0.0,0.0,11.4,22.9,-0.2,-0.1,-0.3,-0.18,-7.6,-4.6,-12.2,-0.2
1981,5.0,1597,CHI,Chicago Bulls,Larry Kenon,"December 13, 1952",28.0,NBA,SF,6.0,114.0,15.5,0.4,0.02,0.17,16.1,10.7,13.6,10.2,1.7,0.5,2.0,18.6,0.2,0.0,0.2,0.09,2.9,-1.2,1.8,0.1
