PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Gus Williams,26.0,82.0,2969.0,0.48200000000000004,0.489,0.19399999999999998,0.484,0.7879999999999999,0.529,0.27399999999999997,0.024,100.0,100.0,69.0,100.0,103.0,99.0,89.0,77.0,-4.4,-9.4
Dennis Johnson,25.0,81.0,2937.0,0.42200000000000004,0.431,0.207,0.426,0.78,0.489,0.358,0.043,88.0,88.0,74.0,88.0,102.0,92.0,117.0,139.0,-162.3,-133.9
Jack Sikma,24.0,82.0,2793.0,0.475,0.47600000000000003,0.0,0.475,0.805,0.526,0.295,0.001,99.0,98.0,,98.0,105.0,99.0,96.0,3.0,-20.9,-12.5
Lonnie Shelton,24.0,76.0,2243.0,0.53,0.532,0.2,0.531,0.763,0.57,0.3,0.006,110.0,109.0,71.0,109.0,100.0,107.0,98.0,20.0,71.8,70.1
Fred Brown,31.0,80.0,1701.0,0.479,0.483,0.44299999999999995,0.502,0.8370000000000001,0.532,0.16,0.10400000000000001,100.0,99.0,158.0,103.0,110.0,100.0,52.0,341.0,28.0,1.1
John Johnson,32.0,81.0,2533.0,0.488,0.488,,0.488,0.8009999999999999,0.532,0.26,0.0,101.0,100.0,,101.0,105.0,100.0,85.0,,3.9,0.7
Tom LaGarde,24.0,82.0,1164.0,0.47700000000000004,0.47700000000000004,,0.47700000000000004,0.657,0.521,0.44799999999999995,0.0,99.0,98.0,,98.0,86.0,98.0,146.0,,-5.3,-7.2
Wally Walker,25.0,70.0,844.0,0.507,0.507,,0.507,0.75,0.539,0.23399999999999999,0.0,105.0,104.0,,104.0,98.0,102.0,76.0,,11.8,4.9
Paul Silas,36.0,82.0,1595.0,0.37799999999999995,0.37799999999999995,,0.37799999999999995,0.654,0.439,0.455,0.0,78.0,77.0,,78.0,86.0,83.0,148.0,,-64.5,-66.3
James Bailey,22.0,67.0,726.0,0.45,0.45,,0.45,0.6729999999999999,0.494,0.373,0.0,93.0,92.0,,93.0,88.0,93.0,121.0,,-19.3,-23.2
Vinnie Johnson,23.0,38.0,325.0,0.391,0.395,0.0,0.391,0.795,0.45799999999999996,0.33899999999999997,0.009000000000000001,81.0,81.0,,81.0,104.0,86.0,110.0,28.0,-21.7,-19.4
Team,,,,0.47,0.474,0.312,0.474,0.768,0.52,0.298,0.025,98.0,97.0,111.0,98.0,100.0,98.0,97.0,82.0,-183.0,-195.2
League Average,,,,0.48100000000000004,0.488,0.28,0.486,0.764,0.531,0.307,0.031,,,,,,,,,,
