PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shawn Marion,27,81,81,3263,7.9,15.1,0.525,1.1,3.2,0.331,6.8,11.9,0.5770000000000001,2.7,3.3,0.809,2.7,7.8,10.6,1.6,1.8,1.5,1.4,2.5,19.5
Raja Bell,29,79,79,2959,5.2,11.3,0.457,2.4,5.4,0.442,2.8,5.9,0.47100000000000003,1.4,1.8,0.7879999999999999,0.5,2.5,3.1,2.5,0.9,0.3,1.1,3.0,14.1
Boris Diaw,23,81,70,2874,5.6,10.7,0.526,0.1,0.4,0.267,5.5,10.3,0.536,2.2,3.0,0.731,2.0,5.0,7.0,6.3,0.7,1.1,2.4,3.3,13.5
Steve Nash,31,79,79,2796,7.0,13.6,0.512,1.9,4.4,0.439,5.0,9.2,0.5479999999999999,3.3,3.6,0.9209999999999999,0.6,3.7,4.3,10.6,0.8,0.2,3.6,1.5,19.2
James Jones,25,75,24,1772,4.9,11.8,0.418,2.2,5.8,0.386,2.7,6.0,0.449,2.1,2.5,0.851,0.9,4.2,5.1,1.2,0.8,1.0,0.7,2.9,14.2
Leandro Barbosa,23,57,11,1592,6.2,12.8,0.48100000000000004,2.0,4.4,0.444,4.2,8.4,0.501,2.5,3.3,0.755,0.7,2.7,3.4,3.6,1.1,0.1,2.0,3.3,16.8
Eddie House,27,81,0,1421,8.1,19.2,0.42200000000000004,3.1,8.0,0.389,5.0,11.2,0.445,0.8,1.0,0.805,0.4,3.0,3.3,3.7,1.1,0.3,1.9,2.4,20.2
Kurt Thomas,33,53,50,1411,4.8,10.0,0.486,0.0,0.0,,4.8,10.0,0.486,1.9,2.3,0.815,2.6,8.0,10.6,1.5,0.6,1.4,1.5,4.9,11.6
Tim Thomas,28,26,10,634,6.1,14.0,0.435,2.6,6.0,0.429,3.5,8.0,0.44,1.6,2.4,0.667,1.2,6.0,7.2,1.0,0.9,0.3,1.8,4.4,16.3
Jim Jackson,35,27,1,420,3.3,11.1,0.295,1.2,5.4,0.222,2.1,5.7,0.364,0.8,1.1,0.6920000000000001,0.9,4.5,5.5,2.7,0.9,0.5,2.6,3.9,8.5
Pat Burke,32,42,0,346,6.6,13.2,0.496,0.2,0.7,0.28600000000000003,6.3,12.5,0.508,1.4,2.2,0.619,2.2,5.4,7.6,1.7,0.6,1.4,3.4,6.5,14.7
Brian Grant,33,21,2,248,3.9,9.4,0.415,0.0,0.0,,3.9,9.4,0.415,1.0,1.2,0.875,1.6,6.7,8.3,1.0,0.7,0.4,1.0,6.5,8.9
Nikoloz Tskitishvili,22,12,0,86,5.0,13.8,0.364,0.4,1.3,0.33299999999999996,4.6,12.6,0.36700000000000005,3.3,5.0,0.667,3.8,4.6,8.4,1.3,0.4,0.8,1.7,3.3,13.8
Amar'e Stoudemire,23,3,3,50,6.5,19.4,0.33299999999999996,0.0,0.7,0.0,6.5,18.7,0.34600000000000003,5.8,6.5,0.889,4.3,7.2,11.5,1.4,0.7,2.2,0.7,2.9,18.7
Dijon Thompson,22,10,0,43,9.2,20.9,0.44,3.3,9.2,0.364,5.9,11.7,0.5,1.7,1.7,1.0,3.3,5.9,9.2,0.8,2.5,0.8,1.7,5.0,23.4
Andre Barrett,23,2,0,21,5.1,12.0,0.429,0.0,1.7,0.0,5.1,10.3,0.5,5.1,5.1,1.0,1.7,3.4,5.1,3.4,0.0,0.0,1.7,1.7,15.4
Sharrod Ford,24,3,0,13,5.5,8.3,0.667,0.0,0.0,,5.5,8.3,0.667,0.0,0.0,,2.8,5.5,8.3,0.0,0.0,2.8,5.5,19.4,11.1
Josh Davis,25,1,0,5,7.2,21.6,0.33299999999999996,0.0,7.2,0.0,7.2,14.4,0.5,14.4,21.6,0.667,7.2,0.0,7.2,0.0,7.2,0.0,0.0,0.0,28.8
