Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,31,717,TOT,Total After Trade,Dewayne Dedmon,"August 12, 1989",24.0,NBA,C,31.0,6.0,390.0,3.5,7.7,0.46,0.0,0.0,,3.5,7.7,0.46,1.9,3.0,0.66,3.5,8.2,11.7,0.5,0.6,2.0,1.7,6.1,9.0
2014,10,717,GSW,Golden State Warriors,Dewayne Dedmon,"August 12, 1989",24.0,NBA,C,4.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,6.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
2014,23,717,PHI,Philadelphia 76Ers,Dewayne Dedmon,"August 12, 1989",24.0,NBA,C,11.0,0.0,150.0,3.6,7.0,0.52,0.0,0.0,,3.6,7.0,0.52,1.7,3.1,0.54,2.6,9.1,11.8,0.7,0.0,2.2,2.2,6.7,8.9
2014,22,717,ORL,Orlando Magic,Dewayne Dedmon,"August 12, 1989",24.0,NBA,C,16.0,6.0,234.0,3.5,8.2,0.43,0.0,0.0,,3.5,8.2,0.43,2.0,2.6,0.76,4.2,7.8,12.0,0.3,1.1,2.0,1.4,5.7,9.1
2015,22,717,ORL,Orlando Magic,Dewayne Dedmon,"August 12, 1989",25.0,NBA,C,59.0,15.0,845.0,3.9,6.9,0.56,0.0,0.0,0.0,3.9,6.9,0.56,1.4,2.7,0.53,5.0,7.5,12.6,0.4,0.7,2.1,2.2,6.0,9.2
2016,22,717,ORL,Orlando Magic,Dewayne Dedmon,"August 12, 1989",26.0,NBA,C,58.0,20.0,705.0,5.1,9.0,0.56,0.0,0.0,,5.1,9.0,0.56,2.9,3.9,0.75,3.4,8.2,11.6,0.7,1.1,2.3,1.6,5.6,13.0
2017,27,717,SAS,San Antonio Spurs,Dewayne Dedmon,"August 12, 1989",27.0,NBA,C,76.0,37.0,1330.0,4.4,7.0,0.62,0.0,0.0,,4.4,7.0,0.62,1.8,2.5,0.7,3.5,9.9,13.4,1.2,1.0,1.7,1.7,4.9,10.5
2018,1,717,ATL,Atlanta Hawks,Dewayne Dedmon,"August 12, 1989",28.0,NBA,C,62.0,46.0,1542.0,5.8,11.1,0.52,1.2,3.3,0.36,4.7,7.8,0.6,1.6,2.0,0.78,2.3,9.1,11.4,2.1,0.9,1.2,2.0,3.8,14.4
2019,1,717,ATL,Atlanta Hawks,Dewayne Dedmon,"August 12, 1989",29.0,NBA,C,64.0,52.0,1609.0,5.8,11.8,0.49,1.9,4.9,0.38,3.9,6.9,0.57,2.1,2.5,0.81,2.3,8.4,10.7,2.0,1.5,1.6,1.9,4.8,15.5
2020,31,717,TOT,Total After Trade,Dewayne Dedmon,"August 12, 1989",30.0,NBA,C,44.0,18.0,774.0,4.7,11.9,0.4,1.0,5.0,0.21,3.7,6.9,0.54,1.4,1.7,0.83,2.8,8.8,11.6,1.0,1.2,1.9,2.7,6.2,11.9
2020,26,717,SAC,Sacramento Kings,Dewayne Dedmon,"August 12, 1989",30.0,NBA,C,34.0,10.0,541.0,4.6,11.4,0.4,0.9,4.7,0.2,3.7,6.7,0.55,1.5,1.9,0.82,3.1,8.1,11.1,1.0,1.0,1.7,3.1,6.2,11.6
2020,1,717,ATL,Atlanta Hawks,Dewayne Dedmon,"August 12, 1989",30.0,NBA,C,10.0,8.0,233.0,5.1,13.0,0.39,1.2,5.6,0.22,3.9,7.4,0.52,1.1,1.2,0.88,2.2,10.5,12.7,1.1,1.5,2.3,1.5,6.2,12.5
