Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1983,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",23.0,NBA,SF,82.0,82.0,2697.0,10.8,21.9,0.49,0.0,0.2,0.18,10.8,21.8,0.5,4.1,6.1,0.68,4.1,4.5,8.6,2.3,1.5,1.1,3.2,3.8,25.8,104.0,104.0
1984,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",24.0,NBA,SF,81.0,81.0,2961.0,11.6,24.3,0.48,0.0,0.2,0.0,11.6,24.1,0.48,6.5,8.4,0.77,4.3,5.6,9.9,2.1,2.0,1.5,3.7,3.4,29.8,106.0,106.0
1985,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",25.0,NBA,SF,81.0,81.0,3023.0,13.6,30.1,0.45,0.4,1.3,0.31,13.2,28.8,0.46,7.7,9.6,0.81,3.6,5.3,8.9,3.2,2.1,0.9,3.6,2.7,35.3,107.0,107.0
1986,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",26.0,NBA,SF,78.0,78.0,3049.0,14.0,29.9,0.47,0.2,1.1,0.19,13.8,28.8,0.48,9.1,11.1,0.82,4.1,5.6,9.7,3.2,2.2,0.8,4.0,2.7,37.3,111.0,105.0
1987,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",27.0,NBA,SF,79.0,79.0,2969.0,13.7,29.6,0.46,0.5,1.8,0.29,13.2,27.9,0.47,10.1,12.3,0.82,3.5,4.7,8.2,4.3,1.9,0.8,3.6,2.5,38.1,115.0,107.0
1988,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",28.0,NBA,SF,78.0,76.0,2948.0,15.4,33.1,0.46,0.6,2.2,0.3,14.7,30.9,0.48,9.1,11.1,0.83,3.6,4.9,8.5,3.8,1.7,0.8,3.7,2.7,40.5,111.0,109.0
1989,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",29.0,NBA,SF,80.0,80.0,2997.0,13.3,28.6,0.46,0.5,1.7,0.28,12.8,26.9,0.48,7.2,8.5,0.84,4.2,4.8,9.0,3.4,1.9,0.8,2.9,2.2,34.2,114.0,108.0
1990,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",30.0,NBA,SF,80.0,79.0,2888.0,14.0,29.0,0.48,1.0,3.2,0.32,13.0,25.8,0.5,8.0,9.9,0.81,3.8,5.3,9.0,3.5,2.2,0.8,3.0,2.4,37.1,118.0,112.0
1991,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",31.0,NBA,SF,81.0,81.0,3078.0,12.2,25.9,0.47,1.3,3.9,0.34,10.8,22.0,0.49,7.5,9.1,0.83,4.1,7.4,11.6,4.2,1.9,1.0,3.2,2.5,33.2,116.0,109.0
1992,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",32.0,NBA,SF,42.0,42.0,1601.0,13.0,28.0,0.46,1.1,3.9,0.29,11.9,24.1,0.49,9.0,10.8,0.84,3.2,5.9,9.0,4.8,1.6,0.7,3.7,2.4,36.1,113.0,110.0
1993,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",33.0,NBA,SF,71.0,70.0,2647.0,13.8,29.4,0.47,2.2,5.9,0.38,11.5,23.6,0.49,9.6,11.7,0.83,3.5,5.5,9.0,4.2,1.3,0.5,3.4,2.2,39.4,119.0,112.0
1994,31,3119,TOT,Total After Trade,Dominique Wilkins,"January 12, 1960",34.0,NBA,SF,74.0,74.0,2635.0,13.2,30.1,0.44,1.6,5.6,0.29,11.6,24.5,0.47,8.4,9.9,0.85,3.4,5.7,9.1,3.2,1.7,0.6,3.3,2.4,36.4,110.0,106.0
1994,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",34.0,NBA,SF,49.0,49.0,1687.0,13.0,30.1,0.43,1.8,6.0,0.31,11.1,24.1,0.46,8.3,9.7,0.85,3.6,5.6,9.2,3.4,1.9,0.7,3.6,2.6,36.1,109.0,104.0
1994,13,3119,LAC,Los Angeles Clippers,Dominique Wilkins,"January 12, 1960",34.0,NBA,SF,25.0,25.0,948.0,13.6,30.1,0.45,1.2,4.9,0.25,12.4,25.2,0.49,8.5,10.2,0.84,3.2,5.7,8.9,2.8,1.5,0.4,2.6,2.0,37.0,110.0,111.0
1995,2,3119,BOS,Boston Celtics,Dominique Wilkins,"January 12, 1960",35.0,NBA,SF,77.0,64.0,2423.0,10.5,24.6,0.42,2.4,6.1,0.39,8.1,18.5,0.44,5.6,7.2,0.78,3.3,5.1,8.4,3.5,1.3,0.3,3.6,2.7,28.9,107.0,113.0
1997,27,3119,SAS,San Antonio Spurs,Dominique Wilkins,"January 12, 1960",37.0,NBA,SF,63.0,26.0,1945.0,11.2,26.9,0.42,2.0,6.8,0.29,9.2,20.2,0.46,7.9,9.9,0.8,4.8,6.6,11.4,3.4,1.1,0.9,3.8,2.8,32.4,107.0,114.0
1999,22,3119,ORL,Orlando Magic,Dominique Wilkins,"January 12, 1960",39.0,NBA,SF,27.0,2.0,252.0,10.7,28.3,0.38,1.1,4.1,0.26,9.6,24.2,0.4,6.2,9.0,0.69,6.4,8.8,15.2,3.4,0.9,0.2,4.9,4.1,28.7,93.0,99.0
