Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1981,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",22.0,NBA,SG,81.0,,1980.0,8.8,18.9,0.47,0.1,0.6,0.24,8.7,18.3,0.48,3.0,4.1,0.73,2.2,3.2,5.4,6.8,3.2,0.8,4.1,4.5,20.8,99.0,105.0
1982,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",23.0,NBA,PG,82.0,17.0,2090.0,8.6,17.9,0.48,0.2,0.7,0.23,8.5,17.2,0.49,2.6,3.6,0.73,1.2,2.3,3.5,7.1,3.3,0.5,3.9,4.4,20.0,101.0,103.0
1983,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",24.0,NBA,PG,82.0,47.0,2625.0,7.8,17.3,0.45,0.1,0.7,0.21,7.7,16.7,0.46,3.3,4.3,0.77,1.3,2.9,4.2,7.9,3.4,0.8,4.2,3.7,19.0,100.0,99.0
1984,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",25.0,NBA,PG,82.0,31.0,1870.0,7.6,17.1,0.44,0.3,1.1,0.24,7.3,16.0,0.46,2.4,3.1,0.75,1.3,2.6,3.9,8.9,4.1,0.9,3.5,4.6,17.8,102.0,103.0
1985,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",26.0,NBA,PG,58.0,9.0,1063.0,9.5,20.2,0.47,0.1,1.0,0.09,9.4,19.2,0.49,2.1,2.4,0.87,0.9,3.2,4.1,7.1,3.3,0.4,3.4,4.3,21.1,102.0,107.0
1986,3,593,NJN,New Jersey Nets,Darwin Cook,"August 6, 1958",27.0,NBA,PG,79.0,33.0,1965.0,6.3,14.8,0.43,0.3,1.3,0.21,6.1,13.6,0.45,2.0,2.6,0.76,1.2,3.0,4.2,9.2,3.7,0.5,3.1,4.1,14.9,101.0,105.0
1987,30,593,WSB,Washington Bullets,Darwin Cook,"August 6, 1958",28.0,NBA,SG,82.0,2.0,1420.0,8.9,21.0,0.43,0.1,0.8,0.09,8.9,20.2,0.44,2.8,3.5,0.8,1.6,3.3,4.9,5.1,3.3,0.6,3.2,4.6,20.7,97.0,107.0
1989,31,593,TOT,Total After Trade,Darwin Cook,"August 6, 1958",30.0,NBA,SG,66.0,4.0,1143.0,8.7,19.1,0.46,0.3,1.6,0.2,8.4,17.4,0.48,2.5,3.1,0.81,1.4,2.9,4.3,5.1,2.8,0.4,3.5,4.8,20.2,98.0,108.0
1989,27,593,SAS,San Antonio Spurs,Darwin Cook,"August 6, 1958",30.0,NBA,SG,36.0,0.0,757.0,9.0,19.2,0.47,0.4,1.9,0.19,8.6,17.3,0.5,2.8,3.4,0.82,1.3,2.3,3.6,5.1,2.6,0.2,3.8,4.7,21.1,100.0,110.0
1989,8,593,DEN,Denver Nuggets,Darwin Cook,"August 6, 1958",30.0,NBA,SG,30.0,4.0,386.0,8.2,18.9,0.44,0.2,1.2,0.2,8.0,17.7,0.45,2.0,2.5,0.77,1.5,4.0,5.6,5.0,3.2,0.7,3.0,5.1,18.6,95.0,105.0
