SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,15,MEM,Zach Randolph,32.0,79,79.0,2705,560,1198,0.47,2,20,0.1,558,1178,0.47,0.47,250,337,0.74,265,530,795,200,54,23,183,210,1372
2014,15,MEM,Mike Conley,26.0,73,73.0,2446,463,1030,0.45,105,291,0.36,358,739,0.48,0.5,225,276,0.82,41,172,213,441,110,13,150,141,1256
2014,15,MEM,Marc Gasol,29.0,59,59.0,1970,336,711,0.47,2,11,0.18,334,700,0.48,0.47,185,241,0.77,84,340,424,215,59,76,111,150,859
2014,15,MEM,Tayshaun Prince,33.0,76,76.0,1948,200,492,0.41,20,69,0.29,180,423,0.43,0.43,34,60,0.57,32,202,234,119,39,19,41,63,454
2014,15,MEM,Mike Miller,33.0,82,4.0,1707,213,443,0.48,107,233,0.46,106,210,0.5,0.6,46,56,0.82,30,177,207,130,26,5,77,95,579
2014,15,MEM,Courtney Lee,28.0,49,47.0,1469,205,431,0.48,49,142,0.34,156,289,0.54,0.53,81,90,0.9,21,117,138,83,45,19,48,90,540
2014,15,MEM,Kosta Koufos,24.0,80,22.0,1349,227,459,0.5,0,0,,227,459,0.5,0.5,60,93,0.64,160,258,418,39,32,71,67,182,514
2014,15,MEM,Tony Allen,32.0,55,28.0,1278,204,413,0.49,11,47,0.23,193,366,0.53,0.51,76,121,0.63,79,129,208,94,90,19,90,121,495
2014,15,MEM,Nick Calathes,24.0,71,7.0,1173,142,311,0.46,19,61,0.31,123,250,0.49,0.49,44,72,0.61,23,114,137,207,66,8,101,117,347
2014,15,MEM,Ed Davis,24.0,63,4.0,956,155,290,0.53,0,0,,155,290,0.53,0.53,47,89,0.53,92,168,260,27,17,43,40,114,357
2014,15,MEM,James Johnson,26.0,52,4.0,956,143,308,0.46,22,87,0.25,121,221,0.55,0.5,76,90,0.84,60,106,166,111,42,57,66,102,384
2014,15,MEM,Jerryd Bayless,25.0,31,5.0,650,90,239,0.38,25,83,0.3,65,156,0.42,0.43,45,57,0.79,8,51,59,66,20,5,22,72,250
2014,15,MEM,Jon Leuer,24.0,49,0.0,642,121,246,0.49,23,49,0.47,98,197,0.5,0.54,37,47,0.79,37,121,158,20,18,13,27,63,302
2014,15,MEM,Quincy Pondexter,25.0,15,2.0,270,31,79,0.39,11,34,0.32,20,45,0.44,0.46,21,26,0.81,10,16,26,20,5,1,15,18,94
2014,15,MEM,Jamaal Franklin,22.0,21,0.0,161,16,39,0.41,5,11,0.46,11,28,0.39,0.47,2,2,1.0,4,19,23,6,4,2,11,23,39
2014,15,MEM,Darius Morris,23.0,5,0.0,66,6,16,0.38,2,7,0.29,4,9,0.44,0.44,1,3,0.33,4,4,8,8,3,0,6,3,15
2014,15,MEM,Beno Udrih,31.0,10,0.0,55,10,18,0.56,2,2,1.0,8,16,0.5,0.61,5,6,0.83,0,2,2,6,1,1,5,4,27
2014,15,MEM,Seth Curry,23.0,1,0.0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2014,15,MEM,Team Totals,,82,,19805,3122,6723,0.46,405,1147,0.35,2717,5576,0.49,0.49,1235,1666,0.74,950,2526,3476,1792,631,375,1124,1568,7884
