PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Amar'e Stoudemire,27.0,82,82.0,2838,704,1264,0.557,1,6,0.16699999999999998,703,1258,0.5589999999999999,0.557,487,632,0.7709999999999999,230,502,732,82,52,83,213,281,1896
Steve Nash,35.0,81,81.0,2660,499,985,0.507,124,291,0.426,375,694,0.54,0.57,211,225,0.938,34,234,268,892,42,12,295,108,1333
Jason Richardson,29.0,79,76.0,2485,473,998,0.474,157,400,0.39299999999999996,316,598,0.528,0.5529999999999999,136,184,0.7390000000000001,81,323,404,143,66,33,92,169,1239
Grant Hill,37.0,81,81.0,2430,336,703,0.478,35,80,0.43799999999999994,301,623,0.483,0.503,205,251,0.8170000000000001,74,371,445,193,60,36,108,165,912
Channing Frye,26.0,81,41.0,2190,317,703,0.451,172,392,0.439,145,311,0.466,0.573,98,121,0.81,66,361,427,113,64,74,73,263,904
Jared Dudley,24.0,82,1.0,1991,225,490,0.45899999999999996,120,262,0.45799999999999996,105,228,0.461,0.5820000000000001,104,138,0.754,99,182,281,115,81,16,68,162,674
Goran Dragić,23.0,80,2.0,1442,222,491,0.452,74,188,0.39399999999999996,148,303,0.488,0.527,117,159,0.736,38,133,171,241,48,8,126,131,635
Lou Amundson,27.0,79,0.0,1168,152,276,0.551,0,1,0.0,152,275,0.5529999999999999,0.551,67,123,0.545,128,218,346,31,24,73,57,169,371
Robin Lopez,21.0,51,31.0,986,171,291,0.588,0,0,,171,291,0.588,0.588,88,125,0.7040000000000001,104,144,248,7,10,53,41,117,430
Leandro Barbosa,27.0,44,5.0,786,155,365,0.425,44,136,0.324,111,229,0.485,0.485,64,73,0.877,11,58,69,64,23,12,46,71,418
Earl Clark,22.0,51,0.0,383,56,151,0.371,2,5,0.4,54,146,0.37,0.377,26,36,0.722,18,44,62,21,7,13,23,25,140
Jarron Collins,31.0,34,10.0,261,12,31,0.387,0,0,,12,31,0.387,0.387,10,25,0.4,22,40,62,6,2,3,10,42,34
Alando Tucker,25.0,11,0.0,71,13,30,0.433,1,7,0.14300000000000002,12,23,0.522,0.45,16,21,0.762,5,2,7,3,0,0,4,5,43
Taylor Griffin,23.0,8,0.0,32,4,10,0.4,0,2,0.0,4,8,0.5,0.4,2,4,0.5,0,2,2,1,0,2,1,4,10
Dwayne Jones,26.0,2,0.0,7,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0
Team Totals,,82,,19730,3339,6788,0.49200000000000005,730,1770,0.41200000000000003,2609,5018,0.52,0.546,1631,2117,0.77,910,2616,3526,1912,479,418,1210,1713,9039
