PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brandon Jennings,20.0,82,82.0,2671,451,1216,0.371,145,388,0.374,306,828,0.37,0.431,223,273,0.8170000000000001,49,233,282,470,105,18,200,191,1270
Carlos Delfino,27.0,75,66.0,2279,299,732,0.408,134,365,0.36700000000000005,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825
Andrew Bogut,25.0,69,69.0,2229,473,910,0.52,0,2,0.0,473,908,0.521,0.52,149,237,0.629,208,493,701,127,39,175,131,222,1095
Ersan İlyasova,22.0,81,31.0,1898,323,729,0.44299999999999995,81,241,0.336,242,488,0.496,0.499,113,158,0.715,157,360,517,84,53,23,71,251,840
Luc Mbah a Moute,23.0,73,62.0,1866,177,369,0.48,6,17,0.353,171,352,0.486,0.488,93,133,0.6990000000000001,171,229,400,81,60,39,70,181,453
Luke Ridnour,28.0,82,0.0,1759,328,686,0.478,69,181,0.381,259,505,0.513,0.528,127,140,0.907,24,119,143,324,54,7,106,182,852
Charlie Bell,30.0,71,39.0,1611,169,443,0.381,73,200,0.365,96,243,0.395,0.46399999999999997,48,67,0.716,31,101,132,104,39,12,54,136,459
John Salmons,30.0,30,28.0,1129,207,443,0.467,45,117,0.385,162,326,0.49700000000000005,0.518,137,158,0.867,17,79,96,98,34,4,53,65,596
Kurt Thomas,37.0,70,9.0,1049,99,208,0.47600000000000003,0,0,,99,208,0.47600000000000003,0.47600000000000003,12,15,0.8,84,207,291,47,26,46,48,159,210
Hakim Warrick,27.0,48,6.0,1024,182,378,0.48100000000000004,1,6,0.16699999999999998,181,372,0.48700000000000004,0.483,125,172,0.727,87,125,212,35,17,10,57,83,490
Jerry Stackhouse,35.0,42,0.0,855,129,316,0.408,45,130,0.34600000000000003,84,186,0.452,0.479,55,69,0.797,19,81,100,70,21,9,66,56,358
Michael Redd,30.0,18,12.0,492,75,213,0.35200000000000004,18,60,0.3,57,153,0.373,0.39399999999999996,47,66,0.7120000000000001,11,43,54,39,19,2,15,24,215
Jodie Meeks,22.0,41,0.0,486,64,177,0.36200000000000004,23,82,0.28,41,95,0.43200000000000005,0.42700000000000005,18,21,0.857,5,67,72,22,13,4,20,33,169
Dan Gadzuric,31.0,32,6.0,314,39,89,0.43799999999999994,0,0,,39,89,0.43799999999999994,0.43799999999999994,10,25,0.4,38,54,92,12,9,13,15,63,88
Roko Ukić,25.0,13,0.0,97,14,30,0.467,3,12,0.25,11,18,0.611,0.517,9,11,0.818,0,3,3,12,1,0,6,6,40
Royal Ivey,28.0,18,0.0,90,9,28,0.321,2,11,0.182,7,17,0.41200000000000003,0.35700000000000004,3,5,0.6,1,7,8,10,9,0,6,14,23
Francisco Elson,33.0,11,0.0,62,4,13,0.308,0,0,,4,13,0.308,0.308,2,2,1.0,5,8,13,2,1,0,1,7,10
Primož Brezec,30.0,14,0.0,59,7,13,0.5379999999999999,0,0,,7,13,0.5379999999999999,0.5379999999999999,0,4,0.0,6,7,13,1,0,2,2,10,14
Darnell Jackson,24.0,1,0.0,9,1,5,0.2,0,1,0.0,1,4,0.25,0.2,0,0,,1,1,2,0,0,0,0,2,2
Team Totals,,82,,19980,3050,6998,0.436,645,1813,0.35600000000000004,2405,5185,0.46399999999999997,0.48200000000000004,1264,1675,0.755,965,2560,3525,1740,580,385,1085,1823,8009
