Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,23.0,PHI,NBA,PG,18.0,675.0,14.2,0.542,0.029,0.236,3.7,8.1,6.0,23.6,3.2,0.3,19.0,14.8,,0.5,0.9,1.5,0.105,,1.1,0.9,2.1,0.7
1981,24.0,PHI,NBA,PG,16.0,513.0,17.3,0.585,0.024,0.336,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,,0.9,0.6,1.5,0.138,,2.6,2.7,5.3,0.9
1982,25.0,PHI,NBA,PG,21.0,765.0,16.6,0.513,0.034,0.245,2.3,6.7,4.6,31.9,3.1,0.4,14.3,18.8,,1.1,0.8,1.9,0.119,,2.8,0.7,3.6,1.1
1983,26.0,PHI,NBA,PG,13.0,483.0,17.3,0.549,0.012,0.388,2.6,6.3,4.5,27.2,2.7,0.2,15.0,19.6,,0.9,0.6,1.6,0.155,,4.0,0.2,4.1,0.7
1984,27.0,PHI,NBA,PG,5.0,171.0,16.4,0.564,0.015,0.224,1.4,6.8,4.2,18.2,3.6,0.0,12.0,20.3,,0.2,0.3,0.5,0.137,,0.3,1.8,2.2,0.2
1985,28.0,PHI,NBA,PG,13.0,483.0,15.7,0.577,0.033,0.275,2.8,7.8,5.3,20.0,3.1,0.6,16.5,17.5,,0.6,0.8,1.4,0.135,,1.3,1.8,3.1,0.6
1986,29.0,PHI,NBA,PG,12.0,519.0,16.9,0.584,0.038,0.401,3.0,9.3,6.2,24.4,1.2,0.3,13.0,19.5,,1.2,0.5,1.6,0.15,,2.8,-1.3,1.5,0.5
1987,30.0,PHI,NBA,PG,5.0,210.0,16.5,0.585,0.015,0.318,0.6,6.1,3.5,29.5,2.1,1.1,13.8,17.2,,0.4,0.1,0.6,0.127,,2.7,0.8,3.5,0.3
1989,32.0,PHI,NBA,PG,3.0,128.0,23.1,0.567,0.024,0.317,2.6,6.9,4.8,43.8,2.8,0.5,6.0,17.1,,0.4,0.1,0.6,0.211,,6.7,2.2,8.9,0.3
1990,33.0,NYK,NBA,PG,10.0,388.0,16.2,0.544,0.038,0.298,3.5,8.5,5.9,30.8,2.2,0.3,13.9,15.3,,0.7,0.0,0.7,0.091,,1.4,-0.1,1.4,0.3
1991,34.0,NYK,NBA,PG,3.0,101.0,11.8,0.628,0.13,0.087,3.8,7.4,5.6,29.6,1.6,0.6,25.1,14.4,,0.1,0.0,0.1,0.042,,0.5,1.3,1.9,0.1
1993,36.0,NJN,NBA,PG,5.0,82.0,12.1,0.469,0.0,0.043,4.4,4.3,4.3,26.1,3.8,0.8,23.0,17.0,,-0.1,0.1,0.0,0.025,,-1.7,1.9,0.2,0.0
