Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,23,522,PHI,Philadelphia 76Ers,23.0,NBA,PG,18.0,675.0,14.2,0.54,0.03,0.24,3.7,8.1,6.0,23.6,3.2,0.3,19.0,14.8,0.5,0.9,1.5,0.1,1.1,0.9,2.1,0.7
1981,23,522,PHI,Philadelphia 76Ers,24.0,NBA,PG,16.0,513.0,17.3,0.58,0.02,0.34,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,0.9,0.6,1.5,0.14,2.6,2.7,5.3,0.9
1982,23,522,PHI,Philadelphia 76Ers,25.0,NBA,PG,21.0,765.0,16.6,0.51,0.03,0.24,2.3,6.7,4.6,31.9,3.1,0.4,14.3,18.8,1.1,0.8,1.9,0.12,2.8,0.7,3.6,1.1
1983,23,522,PHI,Philadelphia 76Ers,26.0,NBA,PG,13.0,483.0,17.3,0.55,0.01,0.39,2.6,6.3,4.5,27.2,2.7,0.2,15.0,19.6,0.9,0.6,1.6,0.16,4.0,0.2,4.1,0.7
1984,23,522,PHI,Philadelphia 76Ers,27.0,NBA,PG,5.0,171.0,16.4,0.56,0.02,0.22,1.4,6.8,4.2,18.2,3.6,0.0,12.0,20.3,0.2,0.3,0.5,0.14,0.3,1.8,2.2,0.2
1985,23,522,PHI,Philadelphia 76Ers,28.0,NBA,PG,13.0,483.0,15.7,0.58,0.03,0.28,2.8,7.8,5.3,20.0,3.1,0.6,16.5,17.5,0.6,0.8,1.4,0.14,1.3,1.8,3.1,0.6
1986,23,522,PHI,Philadelphia 76Ers,29.0,NBA,PG,12.0,519.0,16.9,0.58,0.04,0.4,3.0,9.3,6.2,24.4,1.2,0.3,13.0,19.5,1.2,0.5,1.6,0.15,2.8,-1.3,1.5,0.5
1987,23,522,PHI,Philadelphia 76Ers,30.0,NBA,PG,5.0,210.0,16.5,0.58,0.02,0.32,0.6,6.1,3.5,29.5,2.1,1.1,13.8,17.2,0.4,0.1,0.6,0.13,2.7,0.8,3.5,0.3
1989,23,522,PHI,Philadelphia 76Ers,32.0,NBA,PG,3.0,128.0,23.1,0.57,0.02,0.32,2.6,6.9,4.8,43.8,2.8,0.5,6.0,17.1,0.4,0.1,0.6,0.21,6.7,2.2,8.9,0.3
1990,20,522,NYK,New York Knicks,33.0,NBA,PG,10.0,388.0,16.2,0.54,0.04,0.3,3.5,8.5,5.9,30.8,2.2,0.3,13.9,15.3,0.7,0.0,0.7,0.09,1.4,-0.1,1.4,0.3
1991,20,522,NYK,New York Knicks,34.0,NBA,PG,3.0,101.0,11.8,0.63,0.13,0.09,3.8,7.4,5.6,29.6,1.6,0.6,25.1,14.4,0.1,0.0,0.1,0.04,0.5,1.3,1.9,0.1
1993,3,522,NJN,New Jersey Nets,36.0,NBA,PG,5.0,82.0,12.1,0.47,0.0,0.04,4.4,4.3,4.3,26.1,3.8,0.8,23.0,17.0,-0.1,0.1,0.0,0.02,-1.7,1.9,0.2,0.0
