Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",23.0,NBA,PF,72.0,2.0,730.0,4.6,10.9,0.42,0.9,2.8,0.33,3.7,8.1,0.46,2.2,3.1,0.7,2.8,6.3,9.0,8.1,2.0,0.6,3.1,5.0,12.4,,105.0,102.0
2005,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",24.0,NBA,SF,61.0,5.0,768.0,5.1,12.4,0.41,1.1,4.2,0.26,4.0,8.2,0.49,2.3,3.3,0.71,3.8,6.0,9.8,6.4,1.8,0.8,4.0,4.8,13.6,,100.0,111.0
2006,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",25.0,NBA,SF,69.0,6.0,1333.0,5.3,13.0,0.41,0.7,2.2,0.33,4.6,10.8,0.43,2.3,3.0,0.75,3.5,6.3,9.8,6.2,1.6,0.6,3.1,4.7,13.7,,102.0,106.0
2007,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",26.0,NBA,SF,60.0,60.0,1982.0,6.8,14.4,0.47,1.2,3.2,0.39,5.6,11.2,0.5,2.8,3.8,0.74,2.3,5.6,7.8,6.7,1.6,0.5,3.1,3.0,17.7,,110.0,110.0
2008,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",27.0,NBA,SF,74.0,31.0,1729.0,6.2,13.9,0.45,0.8,2.4,0.33,5.4,11.4,0.48,2.2,3.2,0.71,2.5,6.0,8.5,6.3,1.7,0.5,2.9,3.9,15.5,,106.0,107.0
2009,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",28.0,NBA,SF,65.0,34.0,1166.0,5.8,13.4,0.44,0.7,2.5,0.3,5.1,10.9,0.47,1.8,2.5,0.72,2.4,5.5,7.9,7.7,1.4,0.4,3.0,4.6,14.2,,106.0,107.0
2010,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",29.0,NBA,SF,29.0,0.0,272.0,5.7,16.0,0.36,1.3,3.2,0.41,4.4,12.7,0.34,0.4,0.8,0.5,2.3,4.9,7.2,7.6,1.9,0.2,2.3,3.6,13.1,,96.0,105.0
2011,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",30.0,NBA,SF,54.0,0.0,484.0,4.2,12.7,0.33,0.9,3.7,0.24,3.3,9.0,0.37,0.8,1.1,0.7,1.0,6.3,7.3,6.8,1.0,0.4,3.4,4.2,9.9,,83.0,107.0
2012,31,3019,TOT,Total After Trade,Luke Walton,"March 28, 1980",31.0,NBA,"PF,SF",30.0,0.0,364.0,3.5,9.4,0.37,1.0,2.9,0.35,2.5,6.5,0.38,0.0,0.0,,1.9,5.2,7.1,5.1,0.7,0.1,3.9,5.9,8.0,,80.0,112.0
2012,14,3019,LAL,Los Angeles Lakers,Luke Walton,"March 28, 1980",31.0,NBA,SF,9.0,0.0,65.0,4.9,11.4,0.43,0.0,3.3,0.0,4.9,8.2,0.6,0.0,0.0,,4.9,6.5,11.4,4.1,1.6,0.0,1.6,7.3,9.8,,104.0,105.0
2012,6,3019,CLE,Cleveland Cavaliers,Luke Walton,"March 28, 1980",31.0,NBA,PF,21.0,0.0,299.0,3.2,9.0,0.35,1.2,2.8,0.44,1.9,6.2,0.31,0.0,0.0,,1.2,4.9,6.2,5.3,0.5,0.2,4.4,5.6,7.6,,76.0,113.0
2013,6,3019,CLE,Cleveland Cavaliers,Luke Walton,"March 28, 1980",32.0,NBA,PF,50.0,0.0,857.0,4.3,11.0,0.39,1.2,4.1,0.3,3.1,6.9,0.45,0.6,1.2,0.5,2.3,6.5,8.8,10.1,2.5,0.8,3.6,5.9,10.4,,99.0,108.0
