Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,24.0,CHI,NBA,C,2.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2011,26.0,NOH,NBA,C,6.0,0.0,87.0,3.7,5.4,0.692,0.0,0.0,,3.7,5.4,0.692,1.2,3.3,0.375,1.2,7.4,8.7,0.8,0.8,0.8,2.1,5.4,8.7
