Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016,6,1587,CLE,Cleveland Cavaliers,Sasha Kaun,1985-05-08,30.0,NBA,C,25,95,12.5,0.53,0.0,0.65,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0.0,0.2,0.2,0.1,-3.3,0.5,-2.8,0.0
