Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,23.0,HOU,NBA,PG,4.0,4.0,23.5,1.8,3.8,0.467,1.0,1.8,0.571,0.8,2.0,0.375,0.6,2.5,2.8,0.909,0.0,1.0,1.0,2.8,0.5,0.0,1.3,2.8,7.0
2004,28.0,HOU,NBA,SG,5.0,5.0,42.0,5.8,15.0,0.387,1.2,4.2,0.286,4.6,10.8,0.426,0.427,1.6,2.0,0.8,1.0,3.8,4.8,2.8,0.6,0.6,3.6,2.8,14.4
2005,29.0,SAC,NBA,SG,5.0,5.0,31.8,6.2,14.0,0.443,1.4,5.0,0.28,4.8,9.0,0.533,0.493,1.0,1.4,0.714,0.8,2.0,2.8,1.8,1.2,0.4,1.2,2.6,14.8
2006,30.0,LAC,NBA,SG,12.0,12.0,39.4,5.1,11.9,0.427,0.9,2.5,0.367,4.2,9.4,0.442,0.465,2.2,2.4,0.897,0.8,3.9,4.8,2.0,0.7,0.3,1.9,2.3,13.3
