PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Gary Payton,27,81,81,3162,10.0,20.6,0.484,1.6,4.8,0.32799999999999996,8.4,15.8,0.532,3.7,4.9,0.748,1.7,3.8,5.5,9.8,3.7,0.3,4.2,3.6,25.3,,112,102
Hersey Hawkins,29,82,82,2823,8.0,17.0,0.473,2.6,6.9,0.384,5.4,10.1,0.534,4.5,5.2,0.8740000000000001,1.6,3.8,5.4,3.9,2.7,0.3,3.0,3.1,23.2,,116,104
Shawn Kemp,26,79,76,2631,10.2,18.2,0.561,0.1,0.2,0.41700000000000004,10.1,18.0,0.563,9.6,12.9,0.742,5.4,12.2,17.6,3.4,1.8,2.5,6.1,5.8,30.1,,111,97
Detlef Schrempf,33,63,60,2200,8.4,17.2,0.486,1.7,4.2,0.408,6.7,13.0,0.512,6.7,8.6,0.7759999999999999,1.7,5.9,7.6,6.4,1.3,0.2,3.4,4.2,25.1,,118,105
Sam Perkins,34,82,20,2169,7.7,18.8,0.408,3.0,8.6,0.355,4.6,10.2,0.452,4.5,5.7,0.7929999999999999,2.4,6.3,8.7,2.8,2.0,1.1,1.9,4.1,22.9,,113,103
Vincent Askew,29,69,2,1725,6.4,12.9,0.493,0.9,2.6,0.337,5.5,10.4,0.531,3.6,4.8,0.764,1.9,4.5,6.5,4.8,1.4,0.4,2.8,5.3,17.3,,112,106
Ervin Johnson,28,81,60,1519,6.1,11.9,0.511,0.0,0.1,0.33299999999999996,6.0,11.8,0.513,2.9,4.3,0.669,4.3,10.2,14.6,1.6,1.3,4.3,3.3,8.2,15.0,,103,98
Nate McMillan,31,55,14,1261,4.1,9.7,0.42,1.9,4.9,0.38,2.2,4.7,0.462,1.2,1.7,0.7070000000000001,1.7,6.9,8.5,8.0,3.9,0.7,3.0,5.8,11.2,,109,98
Frank Brickowski,36,63,8,986,6.4,13.1,0.488,1.7,4.1,0.405,4.7,9.0,0.526,3.2,4.5,0.7090000000000001,1.3,6.5,7.8,3.0,1.3,0.4,4.0,9.6,17.6,,100,104
David Wingate,32,60,3,695,6.5,15.6,0.415,1.1,2.5,0.441,5.4,13.1,0.41,2.4,3.0,0.78,1.3,2.9,4.1,4.3,1.5,0.3,3.1,4.9,16.4,,97,107
Eric Snow,22,43,1,389,5.5,13.1,0.42,0.3,1.3,0.2,5.3,11.8,0.444,3.8,6.4,0.5920000000000001,1.2,4.5,5.7,9.6,3.7,0.0,5.0,7.0,15.1,,95,101
Steve Scheffler,28,35,2,181,6.8,12.7,0.5329999999999999,0.3,1.4,0.2,6.5,11.3,0.575,2.5,5.4,0.474,4.2,5.1,9.3,0.6,1.7,0.6,2.3,7.1,16.4,,106,104
Sherell Ford,23,28,1,139,11.0,29.4,0.375,1.5,9.2,0.16,9.6,20.2,0.473,9.6,12.5,0.765,4.4,4.4,8.8,1.8,2.9,0.4,2.2,9.9,33.1,,104,102
