SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1996,25,POR,Clifford Robinson,29,78,76,2980,9.6,22.7,0.42,3.1,8.2,0.38,6.5,14.5,0.45,6.3,9.4,0.66,2.1,5.6,7.7,3.3,1.5,1.2,3.4,4.3,28.6,,108,105
1996,25,POR,Rod Strickland,29,67,63,2526,9.7,21.0,0.46,0.8,2.3,0.34,8.9,18.7,0.48,5.7,8.7,0.65,1.8,4.3,6.1,13.1,2.0,0.3,5.2,2.8,25.8,,108,105
1996,25,POR,Harvey Grant,30,76,75,2394,6.8,14.7,0.46,0.5,1.5,0.31,6.3,13.3,0.48,1.3,2.4,0.55,2.5,5.3,7.8,2.4,1.3,0.9,1.8,3.7,15.4,,104,105
1996,25,POR,Aaron McKie,23,81,73,2259,7.7,16.6,0.47,0.9,2.7,0.32,6.9,13.9,0.49,3.5,4.6,0.76,2.0,5.0,7.0,4.7,2.1,0.5,3.1,4.7,19.8,,108,104
1996,25,POR,Chris Dudley,30,80,61,1924,4.4,9.6,0.45,0.0,0.0,0.0,4.4,9.6,0.45,2.2,4.2,0.51,6.4,13.0,19.4,1.0,1.1,2.7,2.1,6.8,10.9,,103,99
1996,25,POR,Arvydas Sabonis,31,73,21,1735,11.8,21.6,0.55,1.2,3.1,0.38,10.6,18.5,0.57,6.9,9.1,0.76,4.4,13.2,17.6,3.9,1.9,2.3,4.6,6.3,31.6,,116,97
1996,25,POR,Buck Williams,35,70,10,1672,6.0,11.9,0.5,0.1,0.1,0.67,5.9,11.8,0.5,3.9,5.8,0.67,4.9,7.6,12.5,1.3,1.2,1.5,2.8,5.8,15.8,,108,103
1996,25,POR,James Robinson,25,76,5,1627,7.3,18.3,0.4,3.2,9.0,0.36,4.0,9.2,0.44,2.8,4.3,0.66,1.4,3.6,5.0,4.8,1.1,0.5,3.5,4.7,20.7,,102,107
1996,25,POR,Gary Trent,21,69,10,1219,9.4,18.2,0.51,0.0,0.4,0.0,9.4,17.9,0.52,3.3,6.0,0.55,3.6,6.5,10.1,2.1,1.1,0.5,3.9,4.9,22.0,,100,106
1996,25,POR,Rumeal Robinson,29,43,14,715,6.7,16.0,0.42,2.2,5.7,0.38,4.5,10.3,0.44,2.4,3.7,0.65,1.4,4.3,5.7,10.3,1.9,0.4,5.2,5.7,17.9,,100,105
1996,25,POR,Dontonio Wingfield,21,44,2,487,6.4,16.7,0.38,2.0,6.7,0.3,4.4,10.0,0.44,2.8,3.6,0.76,4.8,6.3,11.1,3.0,2.1,0.6,3.3,7.8,17.6,,101,103
1996,25,POR,Randolph Childress,23,28,0,250,5.2,16.4,0.32,2.7,9.7,0.28,2.5,6.6,0.38,4.6,5.6,0.82,0.2,3.7,3.9,6.6,1.7,0.2,5.8,4.6,17.6,,88,106
1996,25,POR,Anthony Cook,28,11,0,60,6.0,13.8,0.44,0.0,1.7,0.0,6.0,12.1,0.5,0.9,3.5,0.25,4.3,6.0,10.4,1.7,0.0,0.9,0.9,6.9,13.0,,101,108
1996,25,POR,Elmore Spencer,26,11,0,37,7.0,16.8,0.42,0.0,0.0,,7.0,16.8,0.42,5.6,8.4,0.67,2.8,9.8,12.6,1.4,0.0,2.8,4.2,5.6,19.6,,92,103
1996,25,POR,Reggie Slater,25,4,0,20,7.8,13.0,0.6,0.0,0.0,,7.8,13.0,0.6,0.0,0.0,,0.0,7.8,7.8,0.0,2.6,5.2,7.8,2.6,15.5,,67,97
