NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Jonathan Bender,SF,6-11,202,1981-01-30,US,R,
4,Travis Best,PG,5-11,182,1972-07-12,US,4,Georgia Tech
44,Austin Croshere,PF,6-9,235,1975-05-01,US,2,Providence
32,Dale Davis,C,6-11,230,1969-03-25,US,8,Clemson
10,Jeff Foster,C,6-11,236,1977-01-16,US,R,Texas State University
3,Al Harrington,PF,6-9,230,1980-02-17,US,1,
13,Mark Jackson,PG,6-1,180,1965-04-01,US,12,St. John's
9,Derrick McKey,SF,6-9,205,1966-10-10,US,12,Alabama
31,Reggie Miller,SG,6-7,185,1965-08-24,US,12,UCLA
17,Chris Mullin,SG,6-6,200,1963-07-30,US,14,St. John's
14,Sam Perkins,PF,6-9,235,1961-06-14,US,15,UNC
5,Jalen Rose,SF,6-8,210,1973-01-30,US,5,Michigan
45,Rik Smits,C,7-4,250,1966-08-23,NL,11,Marist College
55,Žan Tabak,C,7-0,245,1970-06-15,HR,4,
