NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Derek Anderson,SG,6-5,194,1974-07-18,US,2,"Ohio State, Kentucky"
30,Anthony Avent,PF,6-9,235,1969-10-18,US,5,Seton Hall
44,Mario Bennett,PF,6-6,235,1973-08-01,US,3,Arizona State
41,Etdrick Bohannon,PF,6-9,220,1973-05-29,US,2,"Arizona, Tennessee, Auburn University at Montgomery"
24,Pete Chilcutt,PF,6-10,230,1968-09-14,US,8,UNC
33,Keith Closs,C,7-3,212,1976-04-03,US,2,Central Connecticut State University
31,Marty Conlon,C,6-10,224,1968-01-19,US,8,Providence
6,Troy Hudson,PG,6-1,170,1976-03-13,US,2,"Missouri, Southern Illinois"
2,Charles Jones,PG,6-3,180,1975-07-17,US,1,"Rutgers University, Long Island University"
5,Jeff McInnis,PG,6-4,190,1974-10-22,US,2,UNC
3,Eric Murdock,PG,6-1,190,1968-06-14,US,8,Providence
8,Tyrone Nesby,SG,6-6,225,1976-01-31,US,1,UNLV
7,Lamar Odom,SF,6-10,220,1979-11-06,US,R,Rhode Island
34,Michael Olowokandi,C,7-0,269,1975-04-03,NG,1,University of the Pacific
52,Eric Piatkowski,SF,6-7,215,1970-09-30,US,5,Nebraska
32,Brian Skinner,PF,6-9,255,1976-05-19,US,1,Baylor
23,Maurice Taylor,PF,6-9,260,1976-10-30,US,2,Michigan
