NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
52,Chucky Brown,PF,6-7,214,1968-02-29,US,10,NC State
33,Antonio Daniels,SG,6-4,195,1975-03-19,US,2,Bowling Green
5,Derrick Dial,SG,6-4,184,1975-12-20,US,R,Eastern Michigan
21,Tim Duncan,PF,6-11,250,1976-04-25,VI,2,Wake Forest
17,Mario Elie,SF,6-5,210,1963-11-26,US,9,American International College
32,Sean Elliott,SF,6-8,205,1968-02-02,US,10,Arizona
2,Jaren Jackson,SG,6-4,190,1967-10-27,US,9,Georgetown
6,Avery Johnson,PG,5-10,175,1965-03-25,US,11,"Cameron University, Southern University and A&M College"
4,Steve Kerr,PG,6-3,175,1965-09-27,LB,11,Arizona
25,Jerome Kersey,SF,6-7,215,1962-06-26,US,15,Longwood University
30,Terry Porter,PG,6-3,195,1963-04-08,US,14,University of Wisconsin-Stevens Point
50,David Robinson,C,7-1,235,1965-08-06,US,10,United States Naval Academy
31,Malik Rose,PF,6-7,250,1974-11-23,US,3,Drexel
16,Felton Spencer,C,7-0,265,1968-01-15,US,9,Louisville
55,Samaki Walker,PF,6-9,240,1976-02-25,US,3,Louisville
