NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Bruce Bowen,SF,6-7,185,1971-06-14,US,3,Cal State Fullerton
11,Ira Bowman,SG,6-5,195,1973-06-11,US,R,"Providence, Penn"
52,Matt Geiger,C,7-0,243,1969-09-10,US,7,"Auburn, Georgia Tech"
40,Tyrone Hill,PF,6-9,240,1968-03-19,US,9,Xavier
21,Larry Hughes,SG,6-5,184,1979-01-23,US,1,Saint Louis
3,Allen Iverson,SG,6-0,165,1975-06-07,US,3,Georgetown
33,Jumaine Jones,SF,6-8,218,1979-02-10,US,R,Georgia
7,Toni Kukoč,SF,6-10,192,1968-09-18,HR,6,
41,Antonio Lang,SF,6-8,205,1972-05-15,US,5,Duke
9,George Lynch,SF,6-8,218,1970-09-03,US,6,UNC
50,Todd MacCulloch,C,7-0,280,1976-01-27,CA,R,Washington
8,Aaron McKie,SG,6-5,209,1972-10-02,US,5,Temple
14,Nazr Mohammed,C,6-10,221,1977-09-05,US,1,Kentucky
5,Kevin Ollie,PG,6-4,195,1972-12-27,US,2,UConn
30,Billy Owens,PF,6-8,220,1969-05-01,US,8,Syracuse
42,Theo Ratliff,PF,6-10,225,1973-04-17,US,4,Wyoming
53,Stanley Roberts,C,7-0,285,1970-02-07,US,7,LSU
20,Eric Snow,PG,6-3,190,1973-04-24,US,4,Michigan State
