SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2018,19,NOP,Anthony Davis,24.0,75.0,2727.0,0.53,0.56,0.34,0.55,0.83,0.61,0.41,0.11,116.0,109.0,94.0,106.0,108.0,110.0,162.0,33.0,91.1,191.2
2018,19,NOP,Jrue Holiday,27.0,81.0,2927.0,0.49,0.56,0.34,0.54,0.79,0.57,0.19,0.29,107.0,109.0,93.0,104.0,102.0,102.0,76.0,85.0,53.3,36.8
2018,19,NOP,DeMarcus Cousins,27.0,48.0,1737.0,0.47,0.53,0.35,0.53,0.75,0.58,0.46,0.34,102.0,104.0,98.0,102.0,97.0,105.0,181.0,101.0,15.4,56.2
2018,19,NOP,E'Twaun Moore,28.0,82.0,2586.0,0.51,0.56,0.42,0.58,0.71,0.59,0.08,0.36,110.0,109.0,118.0,112.0,92.0,107.0,32.0,107.0,106.8,63.3
2018,19,NOP,Darius Miller,27.0,82.0,1944.0,0.44,0.54,0.41,0.59,0.87,0.62,0.14,0.74,96.0,105.0,114.0,114.0,113.0,111.0,55.0,218.0,71.4,62.5
2018,19,NOP,Ian Clark,26.0,74.0,1455.0,0.45,0.53,0.32,0.51,0.76,0.53,0.12,0.39,97.0,105.0,88.0,98.0,99.0,95.0,47.0,117.0,-10.0,-28.5
2018,19,NOP,Rajon Rondo,31.0,65.0,1705.0,0.47,0.53,0.33,0.52,0.54,0.52,0.09,0.3,102.0,103.0,92.0,99.0,71.0,94.0,37.0,90.0,-2.9,-35.0
2018,19,NOP,Nikola Mirotic,26.0,30.0,872.0,0.43,0.52,0.34,0.51,0.81,0.54,0.15,0.52,93.0,103.0,93.0,98.0,106.0,97.0,60.0,153.0,-6.2,-14.3
2018,19,NOP,Cheick Diallo,21.0,52.0,581.0,0.58,0.58,,0.58,0.76,0.62,0.38,0.0,126.0,114.0,,111.0,99.0,111.0,149.0,,20.5,25.9
2018,19,NOP,Dante Cunningham,30.0,51.0,1115.0,0.44,0.55,0.32,0.52,0.56,0.52,0.16,0.48,96.0,107.0,90.0,99.0,72.0,94.0,64.0,142.0,-1.5,-14.9
2018,19,NOP,Jameer Nelson,35.0,43.0,897.0,0.41,0.46,0.36,0.51,0.76,0.52,0.08,0.54,89.0,91.0,101.0,97.0,100.0,94.0,33.0,159.0,-5.7,-15.3
2018,19,NOP,Emeka Okafor,35.0,26.0,353.0,0.5,0.5,,0.5,0.82,0.54,0.23,0.0,110.0,99.0,,97.0,107.0,98.0,92.0,,-3.0,-2.4
2018,19,NOP,Tony Allen,36.0,22.0,273.0,0.48,0.51,0.33,0.5,0.52,0.51,0.23,0.13,105.0,99.0,92.0,97.0,68.0,92.0,92.0,39.0,-2.9,-8.5
2018,19,NOP,DeAndre Liggins,29.0,27.0,244.0,0.44,0.42,0.47,0.54,,0.54,0.0,0.42,95.0,82.0,130.0,103.0,,96.0,,123.0,1.3,-1.6
2018,19,NOP,Jordan Crawford,29.0,5.0,53.0,0.44,0.31,0.57,0.59,1.0,0.6,0.04,0.52,97.0,60.0,158.0,114.0,130.0,108.0,15.0,154.0,3.9,2.5
2018,19,NOP,Solomon Hill,26.0,12.0,187.0,0.27,0.35,0.19,0.32,0.5,0.33,0.15,0.51,58.0,69.0,53.0,61.0,65.0,60.0,58.0,152.0,-16.7,-19.5
2018,19,NOP,Omer Asik,31.0,14.0,121.0,0.44,0.44,,0.44,0.33,0.42,0.75,0.0,95.0,86.0,,84.0,43.0,76.0,298.0,,-2.7,-5.7
2018,19,NOP,Walt Lemon Jr.,25.0,5.0,35.0,0.44,0.4,1.0,0.47,0.67,0.49,0.19,0.06,95.0,78.0,276.0,90.0,87.0,88.0,74.0,19.0,-1.7,-2.3
2018,19,NOP,Larry Drew II,27.0,7.0,55.0,0.35,0.27,0.5,0.44,,0.44,0.0,0.35,77.0,53.0,138.0,85.0,,79.0,,105.0,-2.7,-3.9
2018,19,NOP,Charles Cooke,23.0,13.0,38.0,0.14,0.17,0.12,0.18,0.5,0.2,0.14,0.57,31.0,33.0,35.0,34.0,65.0,36.0,57.0,170.0,-9.6,-10.6
2018,19,NOP,Jalen Jones,24.0,4.0,19.0,0.25,0.0,1.0,0.38,1.0,0.51,0.5,0.25,54.0,,276.0,72.0,130.0,92.0,199.0,74.0,-1.2,-0.4
2018,19,NOP,Mike James,27.0,4.0,18.0,0.22,0.25,0.0,0.22,,0.22,0.0,0.11,48.0,49.0,,43.0,,40.0,,33.0,-5.4,-6.0
2018,19,NOP,Josh Smith,32.0,3.0,12.0,0.25,0.25,,0.25,,0.25,0.0,0.0,54.0,49.0,,48.0,,45.0,,,-2.2,-2.4
2018,19,NOP,Team,,,,0.49,0.55,0.36,0.55,0.78,0.58,0.25,0.3,107.0,107.0,101.0,105.0,101.0,104.0,100.0,88.0,313.4,329.2
2018,19,NOP,League Average,,,,0.46,0.51,0.36,0.52,0.77,0.56,0.25,0.34,,,,,,,,,,
