PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Pau Gasol,24,4,133,22.6,0.498,0.013000000000000001,0.15,12.2,14.2,13.1,13.2,0.8,4.5,7.6,31.4,,0.2,-0.1,0.1,0.025,,3.1,-1.5,1.6,0.1
Shane Battier,26,4,119,10.1,0.43700000000000006,0.226,0.161,9.1,17.9,13.2,6.7,0.9,2.9,10.8,14.2,,0.0,-0.1,-0.1,-0.037000000000000005,,-2.6,-0.8,-3.4,0.0
Jason Williams,29,4,114,24.2,0.631,0.396,0.038,1.0,8.8,4.6,29.8,2.8,0.0,12.9,24.6,,0.4,-0.1,0.3,0.11800000000000001,,5.7,0.7,6.4,0.2
Mike Miller,24,4,110,15.5,0.619,0.45899999999999996,0.10800000000000001,0.0,11.4,5.3,14.3,0.0,2.3,11.4,18.0,,0.2,-0.1,0.1,0.038,,2.6,-1.2,1.4,0.1
James Posey,28,4,100,12.0,0.635,0.6,0.52,1.1,15.1,7.6,5.3,1.0,0.9,14.0,16.2,,0.2,-0.1,0.1,0.027999999999999997,,-1.2,-0.1,-1.3,0.0
Lorenzen Wright,29,4,85,18.1,0.5710000000000001,0.0,0.071,7.7,20.7,13.7,15.7,0.6,1.0,6.5,16.5,,0.2,-0.1,0.1,0.08199999999999999,,1.8,1.5,3.3,0.1
Brian Cardinal,27,4,78,10.1,0.467,0.174,0.478,2.8,16.1,9.0,3.4,2.0,0.0,3.5,16.7,,0.0,-0.1,0.0,-0.015,,-4.3,0.0,-4.3,0.0
Earl Watson,25,4,74,11.9,0.382,0.375,0.083,4.4,11.9,7.9,26.8,2.1,1.2,7.4,16.5,,0.0,-0.1,0.0,-0.016,,-3.2,-0.2,-3.4,0.0
Dahntay Jones,24,3,71,7.2,0.483,0.23800000000000002,0.19,3.1,12.4,7.4,1.9,0.7,0.0,8.1,15.8,,0.0,-0.1,-0.1,-0.06,,-3.7,-2.4,-6.1,-0.1
Stromile Swift,25,3,48,24.6,0.607,0.0,0.35,15.8,18.3,17.0,3.4,1.1,0.0,8.0,23.7,,0.2,0.0,0.1,0.11699999999999999,,3.7,-3.1,0.6,0.0
Bonzi Wells,28,2,25,27.3,0.601,0.0,0.667,0.0,20.1,9.3,17.0,4.2,3.4,7.9,22.9,,0.1,0.0,0.1,0.187,,3.7,4.8,8.5,0.1
Antonio Burks,24,1,3,11.4,,,,0.0,0.0,0.0,38.6,0.0,0.0,,0.0,,0.0,0.0,0.0,0.053,,4.1,-0.8,3.3,0.0
