Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2265,Billy Paultz,"July 30, 1948",544.0,7.0,17.24,2.25,4.84,0.46,0.0,0.0,0,2.25,4.83,0.47,0.46,0.7,1.29,0.54,1.35,3.03,4.36,1.19,0.44,0.61,0.93,1.88,5.21
