Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997-98,23.0,TOT,NBA,SG,54.0,13.0,1071.0,125.0,282.0,0.443,9.0,28.0,0.321,116.0,254.0,0.457,0.459,65.0,90.0,0.722,24.0,57.0,81.0,103.0,38.0,3.0,58.0,79.0,324.0,,0.0
1997-98,23.0,POR,NBA,SG,41.0,10.0,864.0,109.0,238.0,0.458,7.0,24.0,0.292,102.0,214.0,0.477,0.473,58.0,79.0,0.734,19.0,41.0,60.0,83.0,30.0,2.0,50.0,60.0,283.0,,0.0
1997-98,23.0,TOR,NBA,SG,13.0,3.0,207.0,16.0,44.0,0.364,2.0,4.0,0.5,14.0,40.0,0.35,0.386,7.0,11.0,0.636,5.0,16.0,21.0,20.0,8.0,1.0,8.0,19.0,41.0,,0.0
1998-99,24.0,TOR,NBA,PG,50.0,45.0,1051.0,95.0,237.0,0.401,14.0,42.0,0.333,81.0,195.0,0.415,0.43,44.0,52.0,0.846,19.0,63.0,82.0,130.0,51.0,12.0,56.0,94.0,248.0,,0.0
1999-00,25.0,TOR,NBA,PG,55.0,28.0,779.0,114.0,287.0,0.397,16.0,55.0,0.291,98.0,232.0,0.422,0.425,48.0,65.0,0.738,27.0,58.0,85.0,126.0,34.0,11.0,47.0,78.0,292.0,,0.0
2000-01,26.0,TOR,NBA,SG,82.0,34.0,2394.0,330.0,767.0,0.43,33.0,108.0,0.306,297.0,659.0,0.451,0.452,109.0,145.0,0.752,50.0,162.0,212.0,407.0,123.0,26.0,103.0,171.0,802.0,,1.0
2001-02,27.0,TOR,NBA,PG,82.0,82.0,2927.0,403.0,971.0,0.415,62.0,193.0,0.321,341.0,778.0,0.438,0.447,103.0,140.0,0.736,58.0,223.0,281.0,468.0,135.0,26.0,150.0,191.0,971.0,,0.0
2002-03,28.0,TOR,NBA,PG,78.0,78.0,2638.0,396.0,905.0,0.438,48.0,146.0,0.329,348.0,759.0,0.458,0.464,187.0,239.0,0.782,55.0,190.0,245.0,416.0,111.0,21.0,128.0,170.0,1027.0,,0.0
2003-04,29.0,TOR,NBA,SG,56.0,54.0,1730.0,201.0,496.0,0.405,26.0,89.0,0.292,175.0,407.0,0.43,0.431,66.0,85.0,0.776,18.0,132.0,150.0,224.0,55.0,10.0,78.0,114.0,494.0,,0.0
2005-06,31.0,TOR,NBA,PG,1.0,0.0,10.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
2006-07,32.0,LAC,NBA,PG,2.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.5,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,,0.0
