Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1998,31,3127,TOT,Total After Trade,Alvin Williams,"August 6, 1974",23.0,NBA,SG,54.0,13.0,1071.0,125.0,282.0,0.44,9.0,28.0,0.32,116.0,254.0,0.46,0.46,65.0,90.0,0.72,24.0,57.0,81.0,103.0,38.0,3.0,58.0,79.0,324.0,,0.0
1998,25,3127,POR,Portland Trail Blazers,Alvin Williams,"August 6, 1974",23.0,NBA,SG,41.0,10.0,864.0,109.0,238.0,0.46,7.0,24.0,0.29,102.0,214.0,0.48,0.47,58.0,79.0,0.73,19.0,41.0,60.0,83.0,30.0,2.0,50.0,60.0,283.0,,0.0
1998,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",23.0,NBA,SG,13.0,3.0,207.0,16.0,44.0,0.36,2.0,4.0,0.5,14.0,40.0,0.35,0.39,7.0,11.0,0.64,5.0,16.0,21.0,20.0,8.0,1.0,8.0,19.0,41.0,,0.0
1999,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",24.0,NBA,PG,50.0,45.0,1051.0,95.0,237.0,0.4,14.0,42.0,0.33,81.0,195.0,0.42,0.43,44.0,52.0,0.85,19.0,63.0,82.0,130.0,51.0,12.0,56.0,94.0,248.0,,0.0
2000,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",25.0,NBA,PG,55.0,28.0,779.0,114.0,287.0,0.4,16.0,55.0,0.29,98.0,232.0,0.42,0.42,48.0,65.0,0.74,27.0,58.0,85.0,126.0,34.0,11.0,47.0,78.0,292.0,,0.0
2001,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",26.0,NBA,SG,82.0,34.0,2394.0,330.0,767.0,0.43,33.0,108.0,0.31,297.0,659.0,0.45,0.45,109.0,145.0,0.75,50.0,162.0,212.0,407.0,123.0,26.0,103.0,171.0,802.0,,1.0
2002,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",27.0,NBA,PG,82.0,82.0,2927.0,403.0,971.0,0.42,62.0,193.0,0.32,341.0,778.0,0.44,0.45,103.0,140.0,0.74,58.0,223.0,281.0,468.0,135.0,26.0,150.0,191.0,971.0,,0.0
2003,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",28.0,NBA,PG,78.0,78.0,2638.0,396.0,905.0,0.44,48.0,146.0,0.33,348.0,759.0,0.46,0.46,187.0,239.0,0.78,55.0,190.0,245.0,416.0,111.0,21.0,128.0,170.0,1027.0,,0.0
2004,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",29.0,NBA,SG,56.0,54.0,1730.0,201.0,496.0,0.4,26.0,89.0,0.29,175.0,407.0,0.43,0.43,66.0,85.0,0.78,18.0,132.0,150.0,224.0,55.0,10.0,78.0,114.0,494.0,,0.0
2006,28,3127,TOR,Toronto Raptors,Alvin Williams,"August 6, 1974",31.0,NBA,PG,1.0,0.0,10.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
2007,13,3127,LAC,Los Angeles Clippers,Alvin Williams,"August 6, 1974",32.0,NBA,PG,2.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.5,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,,0.0
