NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Ron Anderson,SF,6-7,215,1958-10-15,US,7,Fresno State
45,Michael Ansley,SF,6-7,225,1967-02-08,US,2,Alabama
32,Charles Barkley,SF,6-6,252,1963-02-20,US,7,Auburn
11,Manute Bol,C,7-7,200,1962-10-16,SS,6,University of Bridgeport
12,Johnny Dawkins,PG,6-2,165,1963-09-28,US,5,Duke
35,Armen Gilliam,PF,6-9,230,1964-05-28,US,4,UNLV
3,Greg Grant,PG,5-7,140,1966-08-29,US,2,Trenton State University
33,Hersey Hawkins,SG,6-3,190,1966-09-29,US,3,Bradley
40,Dave Hoppen,C,6-11,235,1964-03-13,US,4,Nebraska
25,Tharon Mayes,SG,6-3,175,1968-09-09,US,R,Florida State
31,Brian Oliver,SG,6-4,210,1968-06-01,US,1,Georgia Tech
21,Kenny Payne,SF,6-8,195,1966-11-25,US,2,Louisville
43,Jeff Ruland,C,6-10,240,1958-12-16,US,6,Iona College
14,Charles Shackleford,C,6-10,225,1966-04-22,US,2,NC State
23,Mitchell Wiggins,SG,6-4,185,1959-09-28,US,5,"Clemson, Florida State"
55,Jayson Williams,PF,6-9,240,1968-02-22,US,1,St. John's
