SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1992,16,MIA,2,Keith Askins,SF,6-7,197,1967-12-15,US,1,Alabama
1992,16,MIA,0,Milos Babic,C,7-0,240,1968-11-23,RS,1,Tennessee Technological University
1992,16,MIA,30,Winston Bennett,SF,6-7,210,1965-02-09,US,2,Kentucky
1992,16,MIA,34,Willie Burton,SF,6-8,210,1968-05-26,US,1,Minnesota
1992,16,MIA,12,Bimbo Coles,PG,6-1,180,1968-04-22,US,1,Virginia Tech
1992,16,MIA,11,Sherman Douglas,PG,6-0,180,1966-09-15,US,2,Syracuse
1992,16,MIA,21,Kevin Edwards,PG,6-3,190,1965-10-30,US,3,DePaul
1992,16,MIA,33,Alec Kessler,PF,6-11,230,1967-01-13,US,1,Georgia
1992,16,MIA,43,Grant Long,PF,6-8,225,1966-03-12,US,3,Eastern Michigan
1992,16,MIA,23,John Morton,SF,6-3,180,1967-05-18,US,2,Seton Hall
1992,16,MIA,53,Alan Ogg,C,7-2,240,1967-07-05,US,1,UAB
1992,16,MIA,41,Glen Rice,SF,6-7,215,1967-05-28,US,2,Michigan
1992,16,MIA,4,Rony Seikaly,C,6-11,230,1965-05-10,LB,3,Syracuse
1992,16,MIA,22,Brian Shaw,PG,6-6,190,1966-03-22,US,2,"Saint Mary's, UC Santa Barbara"
1992,16,MIA,3,Steve Smith,SG,6-7,200,1969-03-31,US,R,Michigan State
1992,16,MIA,20,Jon Sundvold,PG,6-2,170,1961-07-02,US,8,Missouri
