NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,John Bagley,PG,6-0,185,1960-04-23,US,8,Boston College
8,Kenny Battle,SG,6-6,210,1964-10-10,US,2,"Northern Illinois, Illinois"
33,Larry Bird,SF,6-9,220,1956-12-07,US,12,Indiana State University
7,Dee Brown,PG,6-1,160,1968-11-29,US,1,Jacksonville University
4-20,Sherman Douglas,PG,6-0,180,1966-09-15,US,2,Syracuse
44,Rick Fox,SF,6-7,230,1969-07-24,CA,R,UNC
34,Kevin Gamble,SF,6-5,210,1965-11-13,US,4,Iowa
13,Rickey Green,PG,6-0,170,1954-08-18,US,13,Michigan
53,Joe Kleine,C,6-11,255,1962-01-04,US,6,"Notre Dame, Arkansas"
35,Reggie Lewis,SG,6-7,195,1965-11-21,US,4,Northeastern University
41,Tony Massenburg,PF,6-9,220,1967-07-31,US,1,Maryland
32,Kevin McHale,PF,6-10,210,1957-12-19,US,11,Minnesota
00,Robert Parish,C,7-1,230,1953-08-30,US,15,Centenary (LA)
54,Ed Pinckney,PF,6-9,195,1963-03-27,US,6,Villanova
12,Kevin Pritchard,PG,6-3,180,1967-07-17,US,1,Kansas
4,Larry Robinson,SG,6-3,180,1968-01-11,US,1,Centenary (LA)
20,Brian Shaw,PG,6-6,190,1966-03-22,US,2,"Saint Mary's, UC Santa Barbara"
11,Stojko Vranković,C,7-2,260,1964-01-22,HR,1,
