NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
22,Rolando Blackman,SG,6-6,190,1959-02-26,PA,10,Kansas State
15,Brad Davis,PG,6-3,180,1955-12-17,US,14,Maryland
43,Terry Davis,PF,6-9,225,1967-06-17,US,2,Virginia Union University
40,James Donaldson,C,7-2,275,1957-08-16,GB,11,Washington State
5,Tom Garrick,SG,6-2,185,1966-07-07,US,3,Rhode Island
12,Derek Harper,PG,6-4,185,1961-10-13,US,8,Illinois
35,Donald Hodge,PF,7-0,230,1969-02-25,US,R,Temple
41,Brian Howard,SF,6-6,204,1967-10-19,US,R,NC State
55,Mike Iuzzolino,PG,5-10,175,1968-01-22,US,R,"Penn State, Saint Francis University"
21,Fat Lever,SG,6-3,170,1960-08-18,US,9,Arizona State
1,Rodney McCray,SF,6-7,220,1961-08-29,US,8,Louisville
20,Tracy Moore,SF,6-4,200,1965-12-28,US,R,Tulsa
23,Brian Quinnett,SG,6-8,235,1966-05-30,US,2,Washington State
34,Doug Smith,PF,6-10,220,1969-09-17,US,R,Missouri
31,João Vianna,SF,6-9,215,1966-11-15,BR,R,
33,Randy White,PF,6-8,240,1967-11-04,US,2,Louisiana Tech
32,Herb Williams,C,6-10,242,1958-02-16,US,10,Ohio State
