Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,3,266,NJN,New Jersey Nets,22.0,NBA,PG,50.0,1267.0,11.5,0.42,0.14,0.14,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,,-1.6,1.3,-0.3,-0.01,,-2.4,0.4,-2.0,0.0
1991,3,266,NJN,New Jersey Nets,23.0,NBA,PG,72.0,2585.0,13.1,0.46,0.09,0.17,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,,-0.7,2.9,2.1,0.04,,-1.7,1.0,-0.7,0.9
1992,3,266,NJN,New Jersey Nets,24.0,NBA,PG,72.0,2548.0,15.2,0.46,0.05,0.18,4.1,7.2,5.6,27.2,3.3,0.9,12.4,19.3,,2.3,2.6,4.9,0.09,,-0.1,1.1,1.0,1.9
1993,1,266,ATL,Atlanta Hawks,25.0,NBA,PG,80.0,2820.0,17.1,0.52,0.33,0.18,3.4,7.8,5.5,33.6,3.5,0.5,15.3,18.0,,4.4,2.6,7.0,0.12,,2.3,1.1,3.4,3.8
1994,1,266,ATL,Atlanta Hawks,26.0,NBA,PG,81.0,2915.0,19.6,0.49,0.32,0.15,4.4,11.6,8.0,40.4,3.7,1.0,14.6,19.8,,4.9,5.3,10.2,0.17,,3.4,2.3,5.7,5.7
1995,1,266,ATL,Atlanta Hawks,27.0,NBA,PG,80.0,3069.0,19.2,0.53,0.46,0.18,4.3,10.7,7.5,34.2,3.5,0.6,15.8,22.7,,4.6,4.8,9.4,0.15,,3.5,1.5,5.1,5.4
1996,1,266,ATL,Atlanta Hawks,28.0,NBA,PG,81.0,2893.0,18.9,0.53,0.56,0.15,4.3,9.5,6.8,27.6,3.9,0.5,13.6,21.5,,5.4,3.6,9.0,0.15,,3.8,1.5,5.3,5.4
1997,1,266,ATL,Atlanta Hawks,29.0,NBA,PG,78.0,3056.0,20.4,0.55,0.52,0.15,4.6,11.4,8.1,27.7,3.8,0.5,13.0,21.9,,7.0,5.6,12.5,0.2,,4.3,2.4,6.8,6.8
1998,1,266,ATL,Atlanta Hawks,30.0,NBA,PG,70.0,2700.0,16.1,0.46,0.36,0.14,3.7,10.9,7.4,29.5,3.7,0.5,15.0,20.1,,1.9,3.7,5.6,0.1,,1.2,1.5,2.6,3.2
1999,1,266,ATL,Atlanta Hawks,31.0,NBA,PG,48.0,1763.0,16.7,0.46,0.39,0.14,3.0,11.8,7.4,31.7,3.2,0.4,14.3,21.5,,1.5,3.2,4.7,0.13,,2.1,1.9,4.0,2.7
2001,10,266,GSW,Golden State Warriors,33.0,NBA,PG,69.0,2352.0,15.8,0.46,0.28,0.1,3.0,9.9,6.1,32.3,3.5,0.6,13.3,17.3,,1.9,1.6,3.5,0.07,,0.2,1.0,1.2,1.9
2002,10,266,GSW,Golden State Warriors,34.0,NBA,PG,35.0,599.0,9.2,0.4,0.29,0.06,1.4,8.1,4.7,28.2,2.0,0.5,19.8,13.1,,-0.2,0.1,-0.1,-0.0,,-2.1,-0.7,-2.8,-0.1
