Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1993,23.0,WSB,NBA,PF,81.0,81.0,2795.0,8.5,20.0,0.426,0.7,2.4,0.281,7.8,17.6,0.446,3.2,4.9,0.644,3.9,9.9,13.7,5.4,2.4,0.6,4.0,3.4,20.9,,95.0,107.0
1994,24.0,WSB,NBA,PF,78.0,78.0,2795.0,9.7,20.8,0.466,0.7,2.7,0.27,9.0,18.1,0.495,3.8,5.6,0.685,3.4,9.7,13.0,4.9,3.1,0.9,4.4,3.1,23.9,,101.0,107.0
1995,25.0,TOT,NBA,"PF,SF",77.0,63.0,2568.0,7.3,16.5,0.443,1.2,3.7,0.323,6.1,12.8,0.478,3.4,5.0,0.69,3.2,8.0,11.3,5.5,2.6,1.2,3.7,4.0,19.2,,102.0,108.0
1995,25.0,WSB,NBA,PF,6.0,6.0,226.0,7.4,18.7,0.398,0.9,1.8,0.5,6.5,16.9,0.387,5.8,7.4,0.788,3.6,8.3,11.9,4.0,4.7,2.5,3.4,4.3,21.6,,102.0,102.0
1995,25.0,GSW,NBA,PF,40.0,40.0,1324.0,6.5,14.7,0.443,1.0,3.3,0.311,5.5,11.4,0.482,2.0,3.6,0.567,3.7,7.3,11.0,4.5,1.9,0.9,3.4,3.6,16.1,,99.0,111.0
1995,25.0,MIN,NBA,SF,31.0,17.0,1018.0,8.4,18.4,0.454,1.4,4.5,0.318,6.9,13.9,0.498,4.8,6.3,0.762,2.5,8.9,11.5,7.2,3.1,1.4,4.2,4.4,23.0,,105.0,106.0
1996,26.0,MIN,NBA,PF,78.0,78.0,2835.0,8.6,18.2,0.471,0.5,1.6,0.302,8.1,16.6,0.487,5.2,6.8,0.773,3.2,9.3,12.5,4.3,2.5,1.7,4.2,4.8,22.8,,103.0,105.0
1997,27.0,MIN,NBA,PF,81.0,81.0,3131.0,10.0,22.6,0.442,0.4,1.6,0.258,9.6,21.1,0.456,7.8,9.6,0.82,3.2,8.7,11.9,5.7,2.2,1.5,5.0,4.0,28.3,,103.0,104.0
1998,28.0,MIN,NBA,SF,41.0,41.0,1582.0,10.5,20.8,0.502,0.1,0.6,0.118,10.4,20.3,0.513,6.0,7.3,0.821,3.5,8.2,11.7,5.5,2.0,0.7,3.6,3.3,27.0,,112.0,106.0
1999,29.0,PHO,NBA,PF,43.0,43.0,1563.0,9.5,19.6,0.483,0.1,0.2,0.286,9.4,19.3,0.486,5.9,7.4,0.794,4.5,8.5,13.0,4.1,2.0,0.7,3.0,3.8,24.9,,111.0,102.0
2001,31.0,PHO,NBA,PF,57.0,2.0,1159.0,6.6,16.9,0.392,0.1,0.5,0.25,6.5,16.4,0.397,2.7,3.4,0.792,3.4,8.0,11.3,2.4,2.1,0.9,2.3,4.9,16.1,,93.0,97.0
2002,32.0,PHO,NBA,PF,44.0,40.0,1129.0,5.9,14.0,0.422,0.1,0.4,0.333,5.8,13.6,0.425,1.3,1.7,0.757,2.7,7.5,10.3,3.6,1.8,1.4,2.8,5.4,13.3,,92.0,103.0
2003,33.0,PHO,NBA,PF,27.0,11.0,447.0,7.0,15.5,0.455,0.0,0.1,0.0,7.0,15.4,0.458,1.1,1.1,1.0,2.9,8.8,11.7,3.6,1.6,0.6,3.6,4.1,15.1,,92.0,102.0
2004,34.0,TOT,NBA,PF,55.0,27.0,819.0,4.6,13.4,0.345,0.1,0.3,0.25,4.6,13.1,0.347,1.3,1.8,0.714,4.3,8.1,12.3,4.2,2.0,0.8,2.6,5.3,10.6,,87.0,103.0
2004,34.0,PHO,NBA,PF,30.0,3.0,304.0,5.3,16.9,0.313,0.0,0.2,0.0,5.3,16.7,0.316,1.0,1.4,0.75,2.6,7.0,9.5,3.6,2.4,0.7,3.4,5.8,11.6,,72.0,104.0
2004,34.0,UTA,NBA,PF,25.0,24.0,515.0,4.2,11.2,0.375,0.1,0.3,0.333,4.1,10.9,0.376,1.5,2.2,0.7,5.4,8.7,14.1,4.5,1.8,0.9,2.0,5.1,10.0,,101.0,102.0
2005,35.0,TOT,NBA,PF,47.0,9.0,966.0,5.4,13.0,0.411,0.4,1.4,0.308,4.9,11.6,0.423,1.8,2.3,0.767,3.0,7.3,10.3,3.7,2.2,0.9,3.1,5.6,12.9,,93.0,108.0
2005,35.0,BOS,NBA,PF,20.0,0.0,218.0,2.6,8.7,0.297,0.0,0.0,,2.6,8.7,0.297,0.9,1.4,0.667,3.5,6.6,10.2,2.8,2.1,0.9,2.1,5.4,6.1,,82.0,106.0
2005,35.0,ATL,NBA,PF,27.0,9.0,748.0,6.2,14.3,0.431,0.6,1.8,0.308,5.6,12.5,0.449,2.0,2.6,0.784,2.9,7.5,10.4,3.9,2.2,0.9,3.4,5.7,15.0,,95.0,109.0
