SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,7,DAL,Jason Terry,29,81,80,2846,6.5,13.4,0.48,2.0,4.7,0.44,4.5,8.8,0.51,2.0,2.5,0.8,0.5,2.4,2.9,5.3,1.0,0.2,1.9,2.2,17.1
2007,7,DAL,Dirk Nowitzki,28,78,78,2820,8.6,17.1,0.5,0.9,2.2,0.42,7.7,14.9,0.52,6.4,7.0,0.9,1.6,7.3,8.8,3.4,0.7,0.8,2.1,2.2,24.5
2007,7,DAL,Josh Howard,26,70,69,2455,7.2,15.8,0.46,1.3,3.5,0.38,5.9,12.3,0.48,3.6,4.3,0.83,1.9,5.1,7.0,1.9,1.2,0.8,1.8,2.6,19.4
2007,7,DAL,Devin Harris,23,80,61,2081,5.1,10.3,0.49,0.2,0.9,0.28,4.8,9.4,0.51,3.7,4.5,0.82,0.8,2.6,3.4,5.1,1.7,0.4,2.5,4.2,14.1
2007,7,DAL,Erick Dampier,31,76,73,1915,3.9,6.3,0.63,0.0,0.0,,3.9,6.3,0.63,2.2,3.6,0.62,4.1,6.6,10.6,0.8,0.5,1.5,2.0,4.5,10.1
2007,7,DAL,Jerry Stackhouse,32,67,8,1615,6.2,14.6,0.43,1.4,3.6,0.38,4.9,11.0,0.44,4.1,4.8,0.85,0.9,2.4,3.2,4.2,1.1,0.2,2.6,1.7,17.9
2007,7,DAL,DeSagana Diop,25,81,9,1480,1.7,3.7,0.47,0.0,0.0,0.0,1.7,3.6,0.47,1.2,2.1,0.56,4.0,6.6,10.7,0.7,1.0,2.7,1.5,5.9,4.6
2007,7,DAL,Greg Buckner,30,76,11,1372,3.2,7.8,0.41,0.8,2.7,0.31,2.4,5.1,0.46,0.7,0.9,0.79,0.9,3.2,4.1,1.8,1.2,0.2,1.0,4.0,8.0
2007,7,DAL,Devean George,29,60,17,1283,4.1,10.4,0.4,1.5,4.2,0.35,2.6,6.2,0.42,1.0,1.3,0.75,1.6,4.4,6.0,0.9,1.3,0.6,1.4,4.0,10.7
2007,7,DAL,Austin Croshere,31,61,2,727,3.9,11.0,0.35,1.3,4.5,0.29,2.6,6.5,0.4,2.2,2.6,0.86,1.6,7.6,9.2,2.2,0.7,0.3,1.6,3.4,11.2
2007,7,DAL,Anthony Johnson,32,40,0,562,3.8,9.4,0.41,0.7,1.9,0.38,3.1,7.5,0.42,1.3,1.9,0.72,0.8,2.2,3.1,5.0,1.0,0.1,2.0,4.4,9.7
2007,7,DAL,Maurice Ager,22,32,1,214,3.7,11.8,0.31,0.8,2.5,0.33,2.9,9.3,0.31,3.4,5.6,0.61,0.2,3.4,3.5,1.2,0.7,0.5,2.5,4.5,11.6
2007,7,DAL,J.J. Barea,22,33,1,191,5.3,14.7,0.36,1.1,4.0,0.29,4.1,10.7,0.39,3.0,4.5,0.67,1.3,3.4,4.7,4.5,0.2,0.2,2.6,3.6,14.7
2007,7,DAL,Didier Ilunga-Mbenga,26,21,0,79,2.3,7.3,0.31,0.0,0.0,,2.3,7.3,0.31,3.2,3.6,0.88,1.4,3.6,5.0,2.7,1.4,2.3,2.3,7.7,7.7
2007,7,DAL,Pops Mensah-Bonsu,23,12,0,71,5.6,8.6,0.65,0.0,0.0,,5.6,8.6,0.65,3.5,9.1,0.39,4.6,6.1,10.6,0.0,0.5,0.0,4.6,4.1,14.7
2007,7,DAL,Kevin Willis,44,5,0,43,4.2,10.9,0.38,0.0,0.0,,4.2,10.9,0.38,1.7,1.7,1.0,1.7,5.0,6.7,0.8,1.7,0.8,1.7,9.2,10.0
