SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,19,NOP,Tyreke Evans,25,79,2690,17.7,0.51,0.2,0.25,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,2.4,2.2,4.6,0.08,1.4,-0.2,1.2,2.2
2015,19,NOP,Anthony Davis,21,68,2455,30.8,0.59,0.01,0.38,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14.0,0.27,6.6,2.3,8.9,6.7
2015,19,NOP,Eric Gordon,26,61,2018,12.7,0.54,0.45,0.19,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,2.2,0.7,2.9,0.07,0.2,-1.2,-1.0,0.5
2015,19,NOP,Omer Asik,28,76,1982,15.5,0.55,0.0,0.55,14.0,28.8,21.4,5.4,0.8,2.1,15.7,14.0,2.8,2.2,5.0,0.12,-0.4,-0.9,-1.2,0.4
2015,19,NOP,Ryan Anderson,26,61,1675,15.6,0.52,0.49,0.21,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,0.1,1.8,-2.1,-0.3,0.7
2015,19,NOP,Dante Cunningham,27,66,1652,8.9,0.47,0.03,0.14,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.05,-2.8,0.4,-2.5,-0.2
2015,19,NOP,Jrue Holiday,24,40,1303,18.8,0.52,0.25,0.14,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,2.3,1.1,3.4,0.12,2.5,0.3,2.8,1.6
2015,19,NOP,Quincy Pondexter,26,45,1253,11.1,0.59,0.55,0.21,3.0,9.5,6.3,7.8,0.6,1.2,10.7,13.9,1.9,0.4,2.3,0.09,-0.3,-0.9,-1.3,0.2
2015,19,NOP,Alexis Ajinca,26,68,957,19.9,0.6,0.0,0.3,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.16,-0.7,0.4,-0.3,0.4
2015,19,NOP,Luke Babbitt,25,63,830,11.1,0.64,0.6,0.1,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,1.1,0.5,1.6,0.09,0.0,-0.3,-0.4,0.3
2015,19,NOP,Austin Rivers,22,35,772,10.1,0.47,0.22,0.32,1.8,8.2,5.0,16.7,1.2,0.7,10.6,16.7,0.4,0.3,0.7,0.05,-2.5,-0.5,-3.0,-0.2
2015,19,NOP,Norris Cole,26,28,683,12.6,0.52,0.29,0.14,0.2,8.3,4.2,21.2,1.2,0.8,13.3,20.6,0.5,0.3,0.7,0.05,-1.1,-1.2,-2.4,0.0
2015,19,NOP,Jimmer Fredette,25,50,509,9.8,0.48,0.29,0.27,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0.0,0.2,0.2,0.02,-3.6,-1.2,-4.7,-0.4
2015,19,NOP,John Salmons,35,21,270,5.1,0.42,0.54,0.08,1.7,7.1,4.4,6.6,1.8,1.1,9.1,9.3,0.0,0.1,0.1,0.02,-4.3,0.9,-3.3,-0.1
2015,19,NOP,Jeff Withey,24,37,259,17.6,0.57,0.0,0.78,10.1,17.9,14.0,6.4,0.8,5.3,12.2,17.3,0.5,0.3,0.8,0.15,-0.4,-0.1,-0.5,0.1
2015,19,NOP,Toney Douglas,28,12,177,11.2,0.45,0.35,0.26,1.3,12.8,7.1,20.0,3.3,1.7,15.0,17.2,0.0,0.2,0.2,0.05,-3.5,1.7,-1.7,0.0
2015,19,NOP,Nate Wolters,23,10,105,3.5,0.32,0.08,0.08,6.5,13.0,9.7,14.8,1.5,1.4,27.1,16.0,-0.3,0.1,-0.2,-0.11,-6.9,-0.6,-7.5,-0.1
2015,19,NOP,Elliot Williams,25,8,77,5.6,0.38,0.46,0.08,0.0,7.4,3.7,15.2,1.4,0.0,0.0,14.7,0.0,0.0,0.0,0.01,-5.8,-0.6,-6.4,-0.1
2015,19,NOP,Gal Mekel,26,4,43,0.5,0.15,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.24,-8.0,-3.2,-11.3,-0.1
2015,19,NOP,Darius Miller,24,5,43,-5.1,0.14,0.14,0.0,0.0,2.6,1.3,6.1,1.2,0.0,12.5,8.5,-0.1,0.0,-0.1,-0.12,-9.9,-1.4,-11.3,-0.1
2015,19,NOP,Russ Smith,23,6,29,-16.6,0.25,0.6,0.0,0.0,11.7,5.9,9.6,0.0,0.0,41.2,26.7,-0.3,0.0,-0.3,-0.48,-18.9,-6.3,-25.2,-0.2
