Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,15,2156,VAN,Vancouver Grizzlies,Moochie Norris,"July 27, 1973",23.0,NBA,PG,8.0,0.0,89.0,2.4,13.4,0.18,1.2,6.1,0.2,1.2,7.3,0.17,1.2,3.0,0.4,1.8,5.5,7.3,14.0,2.4,0.0,3.0,3.0,7.3,,81.0,112.0
1999,21,2156,SEA,Seattle Supersonics,Moochie Norris,"July 27, 1973",25.0,NBA,PG,12.0,0.0,140.0,5.0,15.3,0.32,2.3,5.7,0.4,2.7,9.6,0.28,2.3,6.1,0.38,1.5,6.1,7.7,9.2,2.7,0.0,6.1,6.5,14.5,,81.0,105.0
2001,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",27.0,NBA,PG,82.0,6.0,1654.0,5.9,13.3,0.45,0.8,2.9,0.28,5.1,10.4,0.49,4.8,6.2,0.78,1.4,4.9,6.4,9.1,2.2,0.1,3.4,2.7,17.5,,111.0,105.0
2002,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",28.0,NBA,PG,82.0,26.0,2249.0,6.1,15.3,0.4,0.9,3.2,0.27,5.2,12.0,0.43,3.1,4.1,0.75,1.8,4.2,6.0,9.8,2.0,0.1,3.8,3.1,16.1,,101.0,111.0
2003,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",29.0,NBA,PG,82.0,3.0,1375.0,5.3,13.0,0.41,0.4,1.8,0.24,4.8,11.2,0.43,3.1,4.5,0.68,1.5,4.8,6.3,7.7,2.2,0.2,3.4,2.8,14.0,,99.0,104.0
2004,31,2156,TOT,Total After Trade,Moochie Norris,"July 27, 1973",30.0,NBA,PG,66.0,0.0,847.0,5.1,13.9,0.37,1.3,3.7,0.34,3.8,10.2,0.38,3.4,4.5,0.76,0.6,3.5,4.2,7.7,2.8,0.3,4.1,3.3,14.9,,93.0,102.0
2004,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",30.0,NBA,PG,30.0,0.0,401.0,3.7,11.9,0.31,1.1,3.1,0.35,2.6,8.7,0.3,2.5,3.3,0.75,0.3,3.8,4.1,6.5,2.2,0.3,4.1,2.2,10.9,,81.0,101.0
2004,20,2156,NYK,New York Knicks,Moochie Norris,"July 27, 1973",30.0,NBA,PG,36.0,0.0,446.0,6.4,15.6,0.41,1.4,4.2,0.34,4.9,11.4,0.43,4.3,5.7,0.77,1.0,3.2,4.2,8.8,3.4,0.4,4.1,4.2,18.5,,102.0,103.0
2005,31,2156,TOT,Total After Trade,Moochie Norris,"July 27, 1973",31.0,NBA,PG,38.0,0.0,360.0,5.2,16.1,0.32,0.0,1.8,0.0,5.2,14.3,0.36,2.9,3.5,0.83,1.5,5.3,6.8,5.7,2.7,0.3,4.0,6.5,13.3,,80.0,107.0
2005,20,2156,NYK,New York Knicks,Moochie Norris,"July 27, 1973",31.0,NBA,PG,32.0,0.0,321.0,5.3,15.3,0.34,0.0,2.0,0.0,5.3,13.4,0.4,3.0,3.6,0.82,1.5,5.4,6.9,5.6,2.8,0.3,4.1,6.9,13.5,,82.0,107.0
2005,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",31.0,NBA,PG,6.0,0.0,39.0,4.2,22.2,0.19,0.0,0.0,,4.2,22.2,0.19,2.8,2.8,1.0,1.4,4.2,5.5,6.9,1.4,0.0,2.8,2.8,11.1,,64.0,105.0
2006,31,2156,TOT,Total After Trade,Moochie Norris,"July 27, 1973",32.0,NBA,PG,45.0,0.0,424.0,5.9,14.3,0.41,0.5,1.8,0.29,5.4,12.5,0.43,3.7,5.4,0.69,1.5,5.4,6.9,6.4,2.6,0.1,4.2,6.3,16.0,,92.0,105.0
2006,11,2156,HOU,Houston Rockets,Moochie Norris,"July 27, 1973",32.0,NBA,PG,29.0,0.0,241.0,5.9,14.7,0.4,0.0,1.1,0.0,5.9,13.6,0.43,2.9,3.8,0.76,2.0,5.7,7.7,6.6,3.2,0.2,3.6,7.0,14.7,,92.0,102.0
2006,19,2156,NOK,New Orleans/Oklahoma City Hornets,Moochie Norris,"July 27, 1973",32.0,NBA,PG,16.0,0.0,183.0,5.9,13.9,0.43,1.2,2.7,0.44,4.7,11.2,0.42,4.7,7.4,0.64,0.9,5.0,5.9,6.2,1.8,0.0,5.0,5.3,17.7,,93.0,109.0
