Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,12.0,324,IND,Indiana Pacers,22.0,NBA,SG,82.0,2027.0,13.5,0.5,0.01,0.29,3.4,8.1,5.7,15.9,4.8,1.3,19.5,16.3,,0.2,2.9,3.1,0.07,,-2.0,3.0,1.0,1.5
1981,12.0,324,IND,Indiana Pacers,23.0,NBA,SG,82.0,1867.0,13.7,0.52,0.03,0.32,4.0,7.4,5.6,13.6,4.7,1.1,16.1,16.3,,1.0,2.9,3.9,0.1,,-1.8,3.4,1.6,1.7
1982,24.0,324,PHO,Phoenix Suns,24.0,NBA,SG,64.0,937.0,10.9,0.5,0.01,0.36,3.6,6.6,5.1,11.4,4.0,0.6,17.9,17.4,,-0.3,1.7,1.4,0.07,,-3.7,2.6,-1.1,0.2
1983,5.0,324,CHI,Charlotte Bobcats,25.0,NBA,SG,58.0,683.0,12.6,0.56,0.03,0.28,4.2,12.2,8.2,20.2,3.2,0.8,24.8,13.5,,0.4,0.7,1.1,0.08,,-1.6,2.2,0.6,0.4
1985,,324,WSB,None,27.0,NBA,SG,73.0,1232.0,12.2,0.54,0.21,0.26,3.0,9.2,6.0,18.1,3.7,1.0,20.1,14.1,,0.3,2.1,2.4,0.09,,-2.3,3.8,1.5,1.1
1986,,324,WSB,None,28.0,NBA,SG,70.0,842.0,10.2,0.42,0.32,0.27,3.1,9.1,6.1,17.0,4.9,0.2,15.8,13.8,,-0.5,1.5,1.0,0.06,,-4.6,4.1,-0.4,0.3
1987,17.0,324,MIL,Milwaukee Bucks,29.0,NBA,SG,68.0,900.0,10.3,0.44,0.24,0.27,3.8,8.9,6.3,9.3,5.6,0.5,12.5,12.4,,-0.1,1.8,1.7,0.09,,-3.6,5.1,1.5,0.8
1988,31.0,324,TOT,Total After Trade,30.0,NBA,SG,65.0,1437.0,11.4,0.52,0.28,0.27,1.9,8.5,5.1,15.0,3.9,1.8,17.8,14.6,,0.1,1.8,1.9,0.06,,-2.2,3.1,0.8,1.0
1988,17.0,324,MIL,Milwaukee Bucks,30.0,NBA,SG,2.0,5.0,-4.0,0.0,1.0,0.0,0.0,22.6,11.3,23.5,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,-0.07,,-14.9,1.4,-13.6,0.0
1988,3.0,324,NJN,New Jersey Nets,30.0,NBA,SG,63.0,1432.0,11.4,0.52,0.28,0.27,2.0,8.5,5.1,14.9,3.9,1.8,17.8,14.6,,0.1,1.8,1.9,0.06,,-2.2,3.1,0.9,1.0
1989,1.0,324,ATL,Atlanta Hawks,31.0,NBA,SG,38.0,267.0,6.1,0.39,0.36,0.19,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,,-0.3,0.3,0.0,0.0,,-5.4,0.8,-4.6,-0.2
