Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1988,26,106,SAC,Sacramento Kings,53,Joe Arlauckas,SF,6-9,230,"July 20, 1965",US,R,Niagara University
1988,26,831,SAC,Sacramento Kings,10,Franklin Edwards,PG,6-1,170,"February 2, 1959",US,6,Cleveland State University
1988,26,1259,SAC,Sacramento Kings,31,Conner Henry,SG,6-7,195,"July 21, 1963",US,1,UC Santa Barbara
1988,26,1409,SAC,Sacramento Kings,2,Michael Jackson,PG,6-2,183,"July 13, 1964",US,R,Georgetown
1988,26,1632,SAC,Sacramento Kings,35,Joe Kleine,C,6-11,255,"January 4, 1962",US,2,"Notre Dame, Arkansas"
1988,26,1931,SAC,Sacramento Kings,25,Mike McGee,SF,6-5,190,"July 29, 1959",US,6,Michigan
1988,26,2128,SAC,Sacramento Kings,51,Martin Nessley,C,7-2,260,"February 16, 1965",US,R,Duke
1988,26,2200,SAC,Sacramento Kings,32,Jawann Oldham,C,7-0,215,"July 4, 1957",US,7,Seattle University
1988,26,2308,SAC,Sacramento Kings,54,Ed Pinckney,PF,6-9,195,"March 27, 1963",US,2,Villanova
1988,26,2357,SAC,Sacramento Kings,21,Harold Pressley,SF,6-7,210,"July 14, 1963",US,1,Villanova
1988,26,2674,SAC,Sacramento Kings,18,Derek Smith,SG,6-6,205,"November 1, 1961",US,5,Louisville
1988,26,2688,SAC,Sacramento Kings,30,Kenny Smith,PG,6-3,170,"March 8, 1965",US,R,UNC
1988,26,2836,SAC,Sacramento Kings,24,Reggie Theus,SG,6-7,190,"October 13, 1957",US,9,UNLV
1988,26,2871,SAC,Sacramento Kings,41,LaSalle Thompson,C,6-10,245,"June 23, 1961",US,5,Texas
1988,26,2881,SAC,Sacramento Kings,33,Otis Thorpe,PF,6-9,225,"August 5, 1962",US,3,Providence
1988,26,2934,SAC,Sacramento Kings,40,Terry Tyler,SF,6-7,215,"October 30, 1956",US,9,Detroit Mercy
