Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2014,4,CHA,Charlotte Bobcats,Kemba Walker,23,73,73,35.8,6.2,15.7,0.39,1.5,4.5,0.33,4.7,11.2,0.42,0.44,3.9,4.6,0.84,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7
2014,4,CHA,Charlotte Bobcats,Al Jefferson,29,73,73,35.0,9.6,18.8,0.51,0.0,0.2,0.2,9.5,18.6,0.51,0.51,2.6,3.8,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8
2014,4,CHA,Charlotte Bobcats,Gerald Henderson,26,77,77,32.0,5.2,12.1,0.43,0.5,1.5,0.35,4.7,10.6,0.44,0.46,3.1,4.0,0.76,0.4,3.6,4.0,2.6,0.7,0.4,1.5,2.1,14.0
2014,4,CHA,Charlotte Bobcats,Josh McRoberts,26,78,78,30.3,3.2,7.3,0.44,1.3,3.7,0.36,1.8,3.5,0.52,0.53,0.8,1.1,0.73,1.1,3.7,4.8,4.3,0.7,0.6,1.1,2.4,8.5
2014,4,CHA,Charlotte Bobcats,Jeffery Taylor,24,26,8,24.2,3.2,8.4,0.38,0.7,2.6,0.27,2.5,5.8,0.42,0.42,1.0,1.8,0.55,0.6,1.7,2.3,0.8,0.5,0.2,1.0,2.4,8.0
2014,4,CHA,Charlotte Bobcats,Michael Kidd-Gilchrist,20,62,62,24.2,2.7,5.7,0.47,0.0,0.1,0.11,2.7,5.5,0.48,0.48,1.8,3.0,0.61,1.8,3.5,5.2,0.8,0.7,0.6,1.0,2.3,7.2
2014,4,CHA,Charlotte Bobcats,Ramon Sessions,27,55,7,23.7,3.5,8.5,0.41,0.3,1.2,0.22,3.2,7.2,0.44,0.42,3.3,4.3,0.78,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
2014,4,CHA,Charlotte Bobcats,Gary Neal,29,22,1,23.0,3.9,8.8,0.44,1.3,3.1,0.41,2.6,5.7,0.46,0.51,2.2,2.3,0.96,0.1,1.7,1.8,1.7,0.5,0.0,1.1,1.8,11.2
2014,4,CHA,Charlotte Bobcats,Chris Douglas-Roberts,27,49,8,20.7,2.3,5.1,0.44,1.0,2.7,0.39,1.2,2.4,0.5,0.54,1.3,1.7,0.8,0.3,2.1,2.4,1.0,0.6,0.3,0.7,1.2,6.9
2014,4,CHA,Charlotte Bobcats,Anthony Tolliver,28,64,9,20.3,2.0,4.8,0.42,1.6,3.9,0.41,0.4,0.9,0.45,0.59,0.5,0.6,0.8,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1
2014,4,CHA,Charlotte Bobcats,Cody Zeller,21,82,3,17.3,2.1,4.9,0.43,0.0,0.0,0.0,2.1,4.9,0.43,0.43,1.8,2.4,0.73,1.4,2.9,4.3,1.1,0.5,0.5,1.1,2.1,6.0
2014,4,CHA,Charlotte Bobcats,Luke Ridnour,32,25,2,15.1,1.7,4.3,0.39,0.5,1.6,0.3,1.2,2.7,0.44,0.44,0.2,0.3,0.57,0.3,1.1,1.4,2.2,0.4,0.2,0.8,1.5,4.0
2014,4,CHA,Charlotte Bobcats,Ben Gordon,30,19,0,14.7,1.9,5.7,0.34,0.4,1.5,0.28,1.5,4.2,0.37,0.38,0.9,1.1,0.81,0.2,1.3,1.4,1.1,0.5,0.1,1.1,0.9,5.2
2014,4,CHA,Charlotte Bobcats,Bismack Biyombo,21,77,9,13.9,1.1,1.9,0.61,0.0,0.0,,1.1,1.9,0.61,0.61,0.6,1.2,0.52,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9
2014,4,CHA,Charlotte Bobcats,Jeff Adrien,27,25,0,10.2,0.9,1.6,0.55,0.0,0.0,,0.9,1.6,0.55,0.55,0.5,1.0,0.52,1.3,2.2,3.5,0.3,0.3,0.6,0.3,1.4,2.3
2014,4,CHA,Charlotte Bobcats,Jannero Pargo,34,29,0,8.3,1.8,4.1,0.44,0.8,2.1,0.4,1.0,2.0,0.48,0.54,0.3,0.4,0.73,0.0,0.7,0.7,1.8,0.5,0.0,0.9,0.6,4.7
2014,4,CHA,Charlotte Bobcats,D.J. White,27,2,0,5.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0
2014,4,CHA,Charlotte Bobcats,Justin Hamilton,23,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,4,CHA,Charlotte Bobcats,James Southerland,23,1,0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
