Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,21.0,ATL,NBA,SF,7.0,7.0,199.0,4.3,10.5,0.414,0.0,0.0,,4.3,10.5,0.414,5.8,6.5,0.889,2.0,3.1,5.1,0.9,0.4,0.5,2.4,3.8,14.5
2009,22.0,ATL,NBA,SF,6.0,3.0,97.0,3.7,10.8,0.345,0.4,2.2,0.167,3.3,8.5,0.391,3.3,4.8,0.692,1.1,2.2,3.3,2.2,1.9,0.7,2.2,3.0,11.1
2010,23.0,ATL,NBA,SF,11.0,11.0,345.0,3.2,8.2,0.392,0.1,0.2,0.5,3.1,8.0,0.39,3.0,3.3,0.906,2.4,4.2,6.6,0.8,0.6,0.5,0.5,2.1,9.6
2011,24.0,ATL,NBA,SF,12.0,3.0,216.0,3.7,9.3,0.393,0.5,1.8,0.273,3.2,7.5,0.422,1.7,2.2,0.769,1.7,2.8,4.5,1.0,1.5,1.2,2.0,3.0,9.5
2012,25.0,ATL,NBA,SF,6.0,3.0,145.0,4.0,11.2,0.356,2.0,4.0,0.5,2.0,7.2,0.276,1.7,2.2,0.778,1.2,7.0,8.2,1.2,0.7,0.5,0.7,2.2,11.7
2016,29.0,CHO,NBA,PF,7.0,7.0,228.0,2.2,8.1,0.275,0.9,2.7,0.353,1.3,5.4,0.235,0.3,0.6,0.5,1.1,6.5,7.6,0.9,0.9,0.5,0.3,1.7,5.7
2020,33.0,MIL,NBA,PF,10.0,0.0,179.0,4.2,9.5,0.447,2.0,4.6,0.435,2.2,4.8,0.458,0.6,0.6,1.0,2.6,7.0,9.7,1.8,1.0,0.6,0.6,2.8,11.1
