Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,30,520,WSB,Washington Bullets,22.0,NBA,SG,65.0,21.0,24.7,5.0,10.7,0.47,0.0,0.4,0.04,5.0,10.4,0.48,0.47,1.9,2.5,0.77,1.4,1.6,2.9,1.9,1.0,0.2,1.7,2.3,12.0
1995,30,520,WSB,Washington Bullets,23.0,NBA,SG,78.0,71.0,34.0,6.6,14.5,0.45,1.2,3.6,0.34,5.3,10.8,0.49,0.5,2.2,2.7,0.81,1.3,2.8,4.1,2.3,1.0,0.3,1.9,2.8,16.6
1996,30,520,WSB,Washington Bullets,24.0,NBA,SF,70.0,70.0,33.2,6.1,12.9,0.47,0.7,2.2,0.34,5.3,10.7,0.5,0.5,2.2,3.1,0.71,1.0,2.5,3.4,2.2,1.0,0.3,1.8,2.9,15.1
1997,30,520,WSB,Washington Bullets,25.0,NBA,SG,79.0,79.0,30.5,4.7,9.2,0.5,0.1,0.4,0.13,4.6,8.9,0.52,0.51,1.2,1.7,0.69,0.9,2.5,3.4,1.4,1.0,0.2,1.2,2.9,10.6
1998,30,520,WAS,Washington Wizards,26.0,NBA,SG,82.0,82.0,34.6,5.5,12.0,0.46,0.2,0.6,0.28,5.3,11.3,0.47,0.46,1.7,2.6,0.65,1.0,3.0,4.0,2.1,1.2,0.4,1.3,3.2,12.8
1999,30,520,WAS,Washington Wizards,27.0,NBA,SG,50.0,18.0,25.3,3.4,8.3,0.41,0.2,0.7,0.22,3.3,7.6,0.43,0.42,0.7,1.3,0.49,0.7,2.2,2.8,1.5,0.8,0.3,0.8,2.9,7.7
2001,8,520,DEN,Denver Nuggets,29.0,NBA,SG,9.0,5.0,17.0,1.1,3.3,0.33,0.0,0.0,,1.1,3.3,0.33,0.33,0.1,0.2,0.5,0.6,1.7,2.2,1.0,0.4,0.2,0.6,1.6,2.3
2002,8,520,DEN,Denver Nuggets,30.0,NBA,SG,68.0,47.0,24.0,3.3,6.9,0.48,0.0,0.1,0.0,3.3,6.8,0.48,0.48,0.7,1.0,0.69,0.8,2.7,3.5,1.6,0.5,0.3,1.0,2.3,7.3
2003,29,520,UTA,Utah Jazz,31.0,NBA,SG,81.0,74.0,29.0,4.0,8.0,0.5,0.1,0.3,0.4,3.9,7.7,0.5,0.51,0.5,0.9,0.58,0.9,2.6,3.5,2.0,0.8,0.2,1.3,2.8,8.6
2004,10,520,GSW,Golden State Warriors,32.0,NBA,SF,79.0,7.0,26.2,3.5,7.3,0.48,0.0,0.1,0.0,3.5,7.2,0.49,0.48,0.6,1.0,0.61,1.0,2.3,3.3,1.7,0.8,0.2,1.1,2.3,7.6
2005,10,520,GSW,Golden State Warriors,33.0,NBA,SG,55.0,5.0,17.3,2.1,4.8,0.43,0.0,0.1,0.0,2.1,4.8,0.43,0.43,0.4,0.7,0.65,0.6,1.7,2.3,1.2,0.3,0.3,0.6,1.7,4.5
2006,10,520,GSW,Golden State Warriors,34.0,NBA,SF,42.0,0.0,10.7,1.0,2.6,0.39,0.0,0.2,0.0,1.0,2.4,0.42,0.39,0.2,0.2,1.0,0.5,1.0,1.5,0.5,0.3,0.0,0.4,0.9,2.2
