Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,GSW,NBA,SG,55.0,30.0,25.3,5.2,11.3,0.463,0.1,0.5,0.185,5.1,10.8,0.476,0.467,3.4,3.8,0.896,0.8,1.3,2.1,1.9,1.3,0.4,1.4,2.4,14.0
1987,23.0,GSW,NBA,SG,82.0,82.0,29.0,5.8,11.3,0.514,0.2,0.8,0.302,5.6,10.5,0.529,0.524,3.3,4.0,0.825,0.5,1.7,2.2,3.2,1.2,0.4,1.9,2.6,15.1
1988,24.0,GSW,NBA,SF,60.0,55.0,33.9,7.8,15.4,0.508,0.6,1.6,0.351,7.3,13.8,0.526,0.526,4.0,4.5,0.885,1.0,2.5,3.4,4.8,1.9,0.5,2.6,2.3,20.2
1989,25.0,GSW,NBA,SF,82.0,82.0,37.7,10.1,19.9,0.509,0.3,1.2,0.23,9.8,18.7,0.527,0.516,6.0,6.7,0.892,1.9,4.0,5.9,5.1,2.1,0.5,3.6,2.2,26.5
1990,26.0,GSW,NBA,SF,78.0,78.0,36.3,8.7,16.3,0.536,1.1,3.0,0.372,7.6,13.3,0.573,0.57,6.5,7.3,0.889,1.7,4.3,5.9,4.1,1.6,0.6,3.1,1.8,25.1
1991,27.0,GSW,NBA,SF,82.0,82.0,40.4,9.5,17.7,0.536,0.5,1.6,0.301,9.0,16.0,0.56,0.55,6.3,7.1,0.884,1.7,3.7,5.4,4.0,2.1,0.8,3.0,2.1,25.7
1992,28.0,GSW,NBA,SF,81.0,81.0,41.3,10.2,19.6,0.524,0.8,2.2,0.366,9.5,17.4,0.544,0.544,4.3,5.2,0.833,1.6,4.0,5.6,3.5,2.1,0.8,2.5,2.1,25.6
1993,29.0,GSW,NBA,SF,46.0,46.0,41.3,10.3,20.2,0.51,1.3,2.9,0.451,9.0,17.3,0.519,0.542,4.0,4.9,0.81,0.9,4.1,5.0,3.6,1.5,0.9,3.0,1.7,25.9
1994,30.0,GSW,NBA,SF,62.0,39.0,37.5,6.6,14.0,0.472,0.9,2.4,0.364,5.7,11.6,0.494,0.503,2.7,3.5,0.753,1.0,4.5,5.6,5.1,1.7,0.9,2.9,1.8,16.8
1995,31.0,GSW,NBA,SF,25.0,23.0,35.6,6.8,13.9,0.489,1.7,3.7,0.452,5.1,10.2,0.502,0.549,3.8,4.3,0.879,1.0,3.6,4.6,5.0,1.5,0.8,3.7,2.1,19.0
1996,32.0,GSW,NBA,SF,55.0,19.0,29.4,4.9,9.8,0.499,1.1,2.7,0.393,3.8,7.1,0.54,0.554,2.5,2.9,0.856,0.8,2.1,2.9,3.5,1.4,0.6,2.2,2.3,13.3
1997,33.0,GSW,NBA,SF,79.0,63.0,34.6,5.5,10.0,0.553,1.1,2.6,0.411,4.5,7.5,0.602,0.605,2.3,2.7,0.864,0.9,3.1,4.0,4.1,1.6,0.4,2.4,2.0,14.5
1998,34.0,IND,NBA,SF,82.0,82.0,26.5,4.1,8.4,0.481,1.3,3.0,0.44,2.8,5.5,0.503,0.559,1.9,2.0,0.939,0.5,2.6,3.0,2.3,1.2,0.5,1.4,2.3,11.3
1999,35.0,IND,NBA,SF,50.0,50.0,23.6,3.5,7.4,0.477,1.5,3.1,0.465,2.1,4.3,0.486,0.575,1.6,1.8,0.87,0.5,2.7,3.2,1.6,0.9,0.3,1.2,2.0,10.1
2001,37.0,GSW,NBA,SF,20.0,8.0,18.7,1.8,5.3,0.34,1.0,2.6,0.365,0.9,2.7,0.315,0.429,1.2,1.4,0.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,5.8
