SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2015,27,SAS,1,Kyle Anderson,SF,6-9,230,1993-09-20,US,R,UCLA
2015,27,SAS,11,Jeff Ayres,PF,6-9,240,1987-04-29,US,4,Arizona State
2015,27,SAS,16,Aron Baynes,C,6-10,260,1986-12-09,NZ,2,Washington State
2015,27,SAS,3,Marco Belinelli,SG,6-5,220,1986-03-25,IT,7,
2015,27,SAS,15,Matt Bonner,PF,6-10,235,1980-04-05,US,10,Florida
2015,27,SAS,23,Austin Daye,SF,6-11,220,1988-06-05,US,5,Gonzaga
2015,27,SAS,33,Boris Diaw,PF,6-8,250,1982-04-16,FR,11,
2015,27,SAS,21,Tim Duncan,C,6-11,250,1976-04-25,VI,17,Wake Forest
2015,27,SAS,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,12,
2015,27,SAS,14,Danny Green,SG,6-6,215,1987-06-22,US,5,UNC
2015,27,SAS,41,JaMychal Green,PF,6-8,227,1990-06-21,US,R,Alabama
2015,27,SAS,5,Cory Joseph,PG,6-3,200,1991-08-20,CA,3,Texas
2015,27,SAS,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,3,San Diego State
2015,27,SAS,8,Patty Mills,PG,6-1,180,1988-08-11,AU,5,Saint Mary's
2015,27,SAS,9,Tony Parker,PG,6-2,185,1982-05-17,BE,13,
2015,27,SAS,22,Tiago Splitter,C,6-11,245,1985-01-01,BR,4,
2015,27,SAS,55,Reggie Williams,SF,6-6,205,1986-09-14,US,5,Virginia Military Institute
