NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,Bruno Caboclo,SF,6-9,218,1995-09-21,BR,R,
10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,5,USC
2,Landry Fields,SF,6-7,210,1988-06-27,US,4,Stanford
50,Tyler Hansbrough,PF,6-9,250,1985-11-03,US,5,UNC
44,Chuck Hayes,C,6-6,240,1983-06-11,US,9,Kentucky
15,Amir Johnson,PF,6-9,240,1987-05-01,US,9,
3,James Johnson,PF,6-7,240,1987-02-20,US,5,Wake Forest
7,Kyle Lowry,PG,6-0,196,1986-03-25,US,8,Villanova
92,Lucas Nogueira,C,7-0,241,1992-07-26,BR,R,
54,Patrick Patterson,PF,6-8,235,1989-03-14,US,4,Kentucky
31,Terrence Ross,SF,6-6,206,1991-02-05,US,2,Washington
34,Greg Stiemsma,C,6-11,260,1985-09-26,US,3,Wisconsin
17,Jonas Valančiūnas,C,6-11,265,1992-05-06,LT,2,
21,Greivis Vásquez,PG,6-6,217,1987-01-16,VE,4,Maryland
23,Lou Williams,SG,6-1,175,1986-10-27,US,9,
