NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Steven Adams,C,6-11,265,1993-07-20,NZ,1,Pitt
14,D.J. Augustin,PG,5-11,183,1987-11-10,US,6,Texas
4,Nick Collison,PF,6-10,255,1980-10-26,US,10,Kansas
35,Kevin Durant,SF,6-10,240,1988-09-29,US,7,Texas
9,Serge Ibaka,PF,7-0,235,1989-09-18,CG,5,
15,Reggie Jackson,PG,6-3,208,1990-04-16,IT,3,Boston College
7,Grant Jerrett,PF,6-10,235,1993-07-08,US,R,Arizona
3,Perry Jones,SF,6-11,235,1991-09-24,US,2,Baylor
34,Enes Kanter,C,6-10,250,1992-05-20,CH,3,
11,Jeremy Lamb,SG,6-5,180,1992-05-30,US,2,UConn
33,Mitch McGary,PF,6-10,255,1992-06-06,US,R,Michigan
2,Anthony Morrow,SG,6-5,210,1985-09-27,US,6,Georgia Tech
6,Steve Novak,PF,6-10,225,1983-06-13,US,8,Marquette
5,Kendrick Perkins,C,6-10,270,1984-11-10,US,11,
21,Andre Roberson,SG,6-7,210,1991-12-04,US,1,Colorado
5,Kyle Singler,SF,6-8,228,1988-05-04,US,2,Duke
8,Ish Smith,PG,6-0,175,1988-07-05,US,4,Wake Forest
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,9,
42,Lance Thomas,SF,6-8,240,1988-04-24,US,3,Duke
23,Dion Waiters,SG,6-3,215,1991-12-10,US,2,Syracuse
0,Russell Westbrook,PG,6-3,200,1988-11-12,US,6,UCLA
