NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
32,Sim Bhullar,C,7-5,360,1992-12-02,CA,R,New Mexico State
18,Omri Casspi,SF,6-9,225,1988-06-22,IL,5,
7,Darren Collison,PG,6-0,175,1987-08-23,US,5,UCLA
15,DeMarcus Cousins,C,6-10,270,1990-08-13,US,4,Kentucky
30,Reggie Evans,PF,6-8,245,1980-05-18,US,12,Iowa
8,Rudy Gay,SF,6-8,250,1986-08-17,US,8,UConn
5,Ryan Hollins,C,7-0,240,1984-10-10,US,8,UCLA
24,Carl Landry,PF,6-9,248,1983-09-19,US,7,Purdue
3,Ray McCallum,PG,6-3,190,1991-06-12,US,1,Detroit Mercy
23,Ben McLemore,SG,6-3,195,1993-02-11,US,1,Kansas
22,Andre Miller,PG,6-3,200,1976-03-19,US,15,Utah
20,Quincy Miller,PF,6-9,210,1992-11-18,US,2,Baylor
25,Eric Moreland,PF,6-10,238,1991-12-24,US,R,Oregon State
9,Ramon Sessions,PG,6-3,190,1986-04-11,US,7,Nevada
10,Nik Stauskas,SG,6-6,205,1993-10-07,CA,R,Michigan
9,David Stockton,PG,5-11,165,1991-06-24,US,R,Gonzaga
34,Jason Thompson,PF,6-11,250,1986-07-21,US,6,Rider University
31,David Wear,PF,6-10,230,1990-09-21,US,R,"UNC, UCLA"
13,Derrick Williams,PF,6-8,240,1991-05-25,US,3,Arizona
