NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Jeff Adrien,PF,6-7,245,1986-02-10,US,4,UConn
24,Anthony Bennett,PF,6-8,245,1993-03-14,CA,1,UNLV
13,Corey Brewer,SF,6-9,186,1986-03-05,US,7,Florida
7,Lorenzo Brown,PG,6-5,189,1990-08-26,US,1,NC State
10,Chase Budinger,SF,6-7,209,1988-05-22,US,5,Arizona
30,Troy Daniels,SG,6-4,200,1991-07-15,US,1,VCU
5,Gorgui Dieng,C,6-10,252,1990-01-18,SN,1,Louisville
21,Kevin Garnett,PF,6-11,240,1976-05-19,US,19,
41,Justin Hamilton,C,7-0,260,1990-04-01,US,1,"Iowa State, LSU"
4,Robbie Hummel,SF,6-8,215,1989-03-08,US,1,Purdue
1,Sean Kilpatrick,SG,6-4,210,1990-01-06,US,R,Cincinnati
8,Zach LaVine,PG,6-6,200,1995-03-10,US,R,UCLA
23,Kevin Martin,SG,6-7,199,1983-02-01,US,10,Western Carolina University
15,Shabazz Muhammad,SG,6-6,223,1992-11-13,US,1,UCLA
12,Gary Neal,SG,6-4,210,1984-10-03,US,4,"La Salle, Towson University"
50,Arinze Onuaku,C,6-9,255,1987-07-13,US,1,Syracuse
3,Adreian Payne,PF,6-10,237,1991-02-19,US,R,Michigan State
14,Nikola Peković,C,6-11,307,1986-01-03,ME,4,
13,Miroslav Raduljica,C,7-0,250,1988-01-05,RS,1,
1,Glenn Robinson,SG,6-6,222,1994-01-08,US,R,Michigan
9,Ricky Rubio,PG,6-3,190,1990-10-21,ES,3,
32,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,9,Gonzaga
22,Andrew Wiggins,SF,6-7,197,1995-02-23,CA,R,Kansas
25,Mo Williams,PG,6-1,198,1982-12-19,US,11,Alabama
33,Thaddeus Young,PF,6-8,235,1988-06-21,US,7,Georgia Tech
