SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2015,25,POR,4,Arron Afflalo,SG,6-5,210,1985-10-15,US,7,UCLA
2015,25,POR,12,LaMarcus Aldridge,PF,6-11,250,1985-07-19,US,8,Texas
2015,25,POR,5,Will Barton,SG,6-5,181,1991-01-06,US,2,Memphis
2015,25,POR,88,Nicolas Batum,SF,6-9,230,1988-12-14,FR,6,
2015,25,POR,5,Steve Blake,PG,6-3,172,1980-02-26,US,11,Maryland
2015,25,POR,18,Victor Claver,SF,6-9,224,1988-08-30,ES,2,
2015,25,POR,23,Allen Crabbe,SG,6-5,212,1992-04-09,US,1,California
2015,25,POR,10,Tim Frazier,PG,6-0,170,1990-11-01,US,R,Penn State
2015,25,POR,19,Joel Freeland,C,6-10,250,1987-02-07,GB,2,
2015,25,POR,33,Alonzo Gee,SF,6-6,225,1987-05-29,US,5,Alabama
2015,25,POR,35,Chris Kaman,C,7-0,265,1982-04-28,US,11,Central Michigan University
2015,25,POR,11,Meyers Leonard,C,7-0,260,1992-02-27,US,2,Illinois
2015,25,POR,0,Damian Lillard,PG,6-2,195,1990-07-15,US,2,Weber State
2015,25,POR,42,Robin Lopez,C,7-0,281,1988-04-01,US,6,Stanford
2015,25,POR,2,Wesley Matthews,SG,6-4,220,1986-10-14,US,5,Marquette
2015,25,POR,3,CJ McCollum,SG,6-3,190,1991-09-19,US,1,Lehigh
2015,25,POR,41,Thomas Robinson,PF,6-10,237,1991-03-17,US,2,Kansas
2015,25,POR,1,Dorell Wright,SF,6-9,205,1985-12-02,US,10,
