NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Al-Farouq Aminu,SF,6-8,220,1990-09-21,US,4,Wake Forest
5,J.J. Barea,PG,5-10,180,1984-06-26,PR,8,Northeastern University
6,Tyson Chandler,C,7-0,235,1982-10-02,US,13,
9,Jae Crowder,SF,6-6,235,1990-07-06,US,2,Marquette
11,Monta Ellis,SG,6-3,185,1985-10-26,US,9,
2,Raymond Felton,PG,6-1,205,1984-06-26,US,9,UNC
20,Devin Harris,PG,6-3,185,1983-02-27,US,10,Wisconsin
55,Bernard James,C,6-10,240,1985-02-07,US,2,Florida State
24,Richard Jefferson,SF,6-7,233,1980-06-21,US,13,Arizona
1,Ricky Ledo,SG,6-7,195,1992-09-10,US,1,
14,Jameer Nelson,PG,6-0,190,1982-02-09,US,10,Saint Joseph's
41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,16,
25,Chandler Parsons,SF,6-9,230,1988-10-25,US,3,Florida
8,Dwight Powell,PF,6-10,240,1991-07-20,CA,R,Stanford
9,Rajon Rondo,PG,6-1,180,1986-02-22,US,8,Kentucky
4,Greg Smith,PF,6-10,250,1991-01-08,US,3,Fresno State
1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,12,
3,Charlie Villanueva,PF,6-11,232,1984-08-24,US,9,UConn
34,Brandan Wright,PF,6-10,210,1987-10-05,US,6,UNC
