NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Dewayne Dedmon,C,7-0,245,1989-08-12,US,1,USC
10,Evan Fournier,SG,6-7,205,1992-10-29,FR,2,
8,Channing Frye,PF,7-0,255,1983-05-17,US,8,Arizona
0,Aaron Gordon,PF,6-8,235,1995-09-16,US,R,Arizona
7,Ben Gordon,SG,6-3,200,1983-04-04,GB,10,UConn
34,Willie Green,SG,6-4,200,1981-07-28,US,11,Detroit Mercy
21,Maurice Harkless,SF,6-7,220,1993-05-11,US,2,St. John's
12,Tobias Harris,SF,6-8,226,1992-07-15,US,3,Tennessee
11,Devyn Marble,SG,6-6,200,1992-09-21,US,R,Iowa
44,Andrew Nicholson,PF,6-9,250,1989-12-08,CA,2,St. Bonaventure
2,Kyle O'Quinn,PF,6-9,250,1990-03-26,US,2,Norfolk State
5,Victor Oladipo,SG,6-4,213,1992-05-04,US,1,Indiana
4,Elfrid Payton,PG,6-3,195,1994-02-22,US,R,Louisiana
13,Luke Ridnour,PG,6-2,175,1981-02-13,US,11,Oregon
9,Nikola Vučević,C,6-11,260,1990-10-24,CH,3,USC
