NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
50,Joel Anthony,C,6-9,245,1982-08-09,CA,7,UNLV
14,D.J. Augustin,PG,5-11,183,1987-11-10,US,6,Texas
31,Caron Butler,SF,6-7,228,1980-03-13,US,12,UConn
5,Kentavious Caldwell-Pope,SG,6-5,204,1993-02-18,US,1,Georgia
13,Luigi Datome,SF,6-8,215,1987-11-27,IT,1,
8,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,R,Colorado
0,Andre Drummond,C,6-10,279,1993-08-10,US,2,UConn
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,3,Boston College
7,Brandon Jennings,PG,6-1,170,1989-09-23,US,5,
33,Jonas Jerebko,PF,6-10,231,1987-03-02,SE,4,
9,John Lucas III,PG,5-11,166,1982-11-21,US,6,"Baylor, Oklahoma State"
35,Cartier Martin,SF,6-7,220,1984-11-20,US,6,Kansas State
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,5,Kentucky
20,Quincy Miller,PF,6-9,210,1992-11-18,US,2,Baylor
10,Greg Monroe,PF,6-11,265,1990-06-04,US,4,Georgetown
22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,12,Kentucky
25,Kyle Singler,SF,6-8,228,1988-05-04,US,2,Duke
6,Josh Smith,PF,6-9,225,1985-12-05,US,10,
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,6,Creighton
3,Shawne Williams,SF,6-9,225,1986-02-16,US,6,Memphis
