PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Swen Nater,30.0,81,,2860,443,799,0.5539999999999999,0,2,0.0,443,797,0.556,0.5539999999999999,196,273,0.718,352,864,1216,233,45,37,257,259,1082
Brian Taylor,28.0,78,,2754,418,895,0.467,90,239,0.377,328,656,0.5,0.517,130,162,0.802,76,112,188,335,147,25,141,246,1056
World B. Free,26.0,68,,2585,737,1556,0.474,9,25,0.36,728,1531,0.47600000000000003,0.47700000000000004,572,760,0.753,129,109,238,283,81,32,228,195,2055
Joe Bryant,25.0,81,,2328,294,682,0.431,5,34,0.147,289,648,0.446,0.435,161,217,0.742,171,345,516,144,102,39,170,258,754
Sidney Wicks,30.0,71,,2146,210,496,0.423,0,1,0.0,210,495,0.424,0.423,83,152,0.546,138,271,409,213,76,52,167,241,503
Freeman Williams,23.0,82,,2118,645,1343,0.48,42,128,0.32799999999999996,603,1215,0.496,0.496,194,238,0.815,103,89,192,166,72,9,171,145,1526
Bingo Smith,33.0,70,,1988,352,819,0.43,22,76,0.289,330,743,0.444,0.44299999999999995,93,107,0.8690000000000001,92,153,245,93,59,15,72,188,819
Nick Weatherspoon,29.0,57,,1124,164,378,0.434,0,0,,164,378,0.434,0.434,63,91,0.6920000000000001,83,125,208,54,34,17,86,136,391
Stan Pietkiewicz,23.0,50,,577,91,179,0.508,9,36,0.25,82,143,0.573,0.534,37,46,0.804,26,19,45,94,25,4,51,52,228
Bill Walton,27.0,14,,337,81,161,0.503,0,0,,81,161,0.503,0.503,32,54,0.593,28,98,126,34,8,38,37,37,194
Marvin Barnes,27.0,20,,287,24,60,0.4,0,0,,24,60,0.4,0.4,16,32,0.5,34,43,77,18,5,12,18,52,64
Steve Malovic,23.0,28,,277,23,42,0.5479999999999999,0,0,,23,42,0.5479999999999999,0.5479999999999999,7,9,0.778,27,31,58,12,5,1,14,35,53
Jerome Whitehead,23.0,18,,225,27,45,0.6,0,0,,27,45,0.6,0.6,5,18,0.278,29,41,70,6,1,6,8,32,59
Bob Carrington,26.0,10,,134,15,37,0.405,0,2,0.0,15,35,0.429,0.405,6,8,0.75,6,7,13,3,4,1,5,18,36
John Olive,24.0,1,,15,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,2,2,0
Team Totals,,82,,19755,3524,7494,0.47,177,543,0.326,3347,6951,0.48200000000000004,0.48200000000000004,1595,2167,0.736,1294,2308,3602,1688,664,288,1443,1896,8820
